sensor_key,distance_threshold,outlier_threshold,remove_intersections,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J)
ec2,8000.0,1.0,0.0,86400.0,654.0,319.0,351.0,335.0,24711.2,6060.0,48107.4,19.525,18.15,45237.0,2673.0,3.52,156.269
cc11,9000.0,3.0,1.0,86400.0,659.0,93.0,157.0,566.0,10300.9,1766.0,48074.5,35.1861,27.225,45195.2,2673.0,7.04,136.878
ec8,9000.0,3.0,1.0,86400.0,658.0,74.0,144.0,584.0,3853.75,1405.0,48085.2,32.1786,36.3,45192.9,2673.0,8.8,142.005
t1-2,9000.0,3.0,1.0,86400.0,654.0,251.0,293.0,403.0,20077.8,4768.0,48105.8,11.275,18.15,45253.5,2673.0,3.52,146.411
t2-4,9000.0,3.0,1.0,86400.0,658.0,177.0,233.0,481.0,10504.0,3362.0,48095.8,19.7483,27.225,45226.1,2673.0,7.04,142.727
t4,9000.0,3.0,1.0,86400.0,658.0,227.0,267.0,431.0,22963.7,4312.0,48110.9,10.2848,18.15,45253.2,2673.0,5.28,150.978
t5-2,9000.0,3.0,1.0,86400.0,659.0,230.0,278.0,429.0,17314.5,4369.0,48113.2,10.8402,27.225,45243.9,2673.0,7.04,151.263
t8-2,9000.0,3.0,1.0,86400.0,653.0,242.0,283.0,411.0,23551.5,4597.0,48102.1,11.55,9.075,45261.2,2673.0,1.76,145.524
t9,9000.0,3.0,1.0,86400.0,657.0,183.0,236.0,474.0,14391.4,3476.0,48109.7,9.9,18.15,45256.2,2673.0,3.52,148.977
t10,9000.0,3.0,1.0,86400.0,659.0,359.0,386.0,300.0,29462.2,6820.0,48119.4,9.80837,27.225,45245.9,2673.0,7.04,156.435
t11-5,9000.0,3.0,1.0,86400.0,653.0,145.0,200.0,508.0,14871.2,2754.0,48098.4,12.65,18.15,45250.7,2673.0,3.52,140.406
t12-5,9000.0,3.0,1.0,86400.0,659.0,315.0,351.0,344.0,23900.4,5984.0,48106.6,17.2984,27.225,45231.0,2673.0,7.04,151.132
t15,9000.0,3.0,1.0,86400.0,658.0,171.0,224.0,487.0,13076.4,3248.0,48105.2,11.4396,18.15,45250.9,2673.0,5.28,146.378
t16,9000.0,3.0,1.0,86400.0,653.0,288.0,327.0,365.0,19664.6,5471.0,48111.7,9.9,18.15,45256.2,2673.0,3.52,150.905
m2,9000.0,3.0,1.0,86400.0,659.0,199.0,245.0,460.0,21975.3,3780.0,48097.8,23.2345,27.225,45219.1,2673.0,7.04,148.2
m3,9000.0,3.0,1.0,86400.0,658.0,263.0,302.0,395.0,23278.0,4996.0,48092.4,32.1998,36.3,45192.9,2673.0,8.8,149.24
m4,9000.0,3.0,1.0,86400.0,654.0,245.0,288.0,409.0,18035.8,4654.0,48097.6,16.775,18.15,45242.5,2673.0,3.52,143.731
m6,9000.0,3.0,1.0,86400.0,658.0,151.0,210.0,507.0,10232.9,2868.0,48084.5,32.1663,36.3,45193.0,2673.0,8.8,141.221
m8,9000.0,3.0,1.0,86400.0,657.0,197.0,251.0,460.0,10933.6,3742.0,48085.1,32.22,36.3,45192.9,2673.0,8.8,141.898
m11,9000.0,3.0,1.0,86400.0,658.0,345.0,377.0,313.0,24407.8,6554.0,48096.0,32.2427,36.3,45192.8,2673.0,8.8,152.813
m15,9000.0,3.0,1.0,86400.0,654.0,133.0,191.0,521.0,12690.5,2526.0,48096.8,11.275,18.15,45253.5,2673.0,3.52,137.446
m16,9000.0,3.0,1.0,86400.0,658.0,161.0,218.0,497.0,10405.3,3058.0,48110.1,14.5771,27.225,45236.4,2673.0,7.04,151.839
m7,9000.0,3.0,1.0,86400.0,659.0,356.0,384.0,303.0,30982.6,6763.0,48102.7,20.8696,27.225,45223.8,2673.0,7.04,150.72
cc8,9000.0,3.0,1.0,86400.0,654.0,215.0,260.0,439.0,20195.9,4084.0,48097.0,11.55,9.075,45261.2,2673.0,1.76,140.491
cc7,9000.0,3.0,1.0,86400.0,655.0,165.0,223.0,490.0,10829.7,3134.0,48103.2,9.9,18.15,45256.2,2673.0,3.52,142.427
cc6,9000.0,3.0,1.0,86400.0,655.0,88.0,153.0,567.0,7874.95,1671.0,48094.2,11.275,18.15,45253.5,2673.0,3.52,134.82
cc3,9000.0,3.0,1.0,86400.0,654.0,168.0,227.0,486.0,9999.31,3191.0,48103.7,12.65,18.15,45250.7,2673.0,3.52,145.711
cc4,9000.0,3.0,1.0,86400.0,658.0,353.0,380.0,305.0,30318.8,6706.0,48091.3,32.1777,36.3,45192.9,2673.0,8.8,148.101
ec5,9000.0,3.0,1.0,86400.0,658.0,167.0,222.0,491.0,13797.7,3172.0,48102.2,18.15,18.15,45239.7,2673.0,3.52,149.707
ec6,9000.0,3.0,1.0,86400.0,658.0,98.0,163.0,560.0,7151.27,1861.0,48086.9,32.251,36.3,45192.8,2673.0,8.8,143.723
ec7,9000.0,3.0,1.0,86400.0,658.0,360.0,386.0,298.0,28386.3,6839.0,48105.2,21.8402,27.225,45221.9,2673.0,7.04,154.235
t1-1,9000.0,3.0,1.0,86400.0,658.0,248.0,290.0,410.0,20466.3,4711.0,48084.1,30.6049,27.225,45204.3,2673.0,7.04,141.89
t2-2,9000.0,3.0,1.0,86400.0,657.0,201.0,250.0,456.0,16436.8,3818.0,48091.2,23.1,18.15,45229.8,2673.0,3.52,143.589
cc9,9000.0,3.0,1.0,86400.0,658.0,257.0,298.0,401.0,21418.4,4882.0,48102.9,15.4,18.15,45245.2,2673.0,3.52,147.622
ec4,9000.0,3.0,1.0,86400.0,658.0,283.0,319.0,375.0,24056.5,5376.0,48093.5,21.7562,27.225,45222.0,2673.0,7.04,142.406
t2-3,9000.0,3.0,1.0,86400.0,655.0,185.0,234.0,470.0,15207.8,3514.0,48093.8,23.1,18.15,45229.8,2673.0,3.52,146.187
cc5,9000.0,3.0,1.0,86400.0,656.0,279.0,321.0,377.0,20466.3,5300.0,48099.9,18.15,18.15,45239.7,2673.0,3.52,147.369
ec3,9000.0,3.0,1.0,86400.0,658.0,142.0,198.0,516.0,13524.4,2697.0,48091.2,21.2687,27.225,45223.0,2673.0,7.04,139.656
ec2,9000.0,3.0,1.0,86400.0,658.0,153.0,214.0,505.0,7509.19,2906.0,48087.2,26.6652,27.225,45212.2,2673.0,7.04,141.021
t12-1,5000.0,0.0,1.0,86400.0,644.0,631.0,631.0,13.0,12133.8,11988.0,48093.0,35.4597,27.225,45194.6,2673.0,7.04,155.65
m1,5000.0,0.0,1.0,86400.0,657.0,595.0,598.0,62.0,36226.6,11304.0,48120.4,13.9214,18.15,45246.0,2673.0,5.28,164.137
m18,5000.0,0.0,1.0,86400.0,654.0,474.0,489.0,180.0,26663.8,9005.0,48108.6,26.2966,27.225,45213.0,2673.0,7.04,162.078
cc11,5000.0,0.0,1.0,86400.0,657.0,350.0,378.0,307.0,32970.3,6649.0,48118.0,11.55,9.075,45261.2,2673.0,1.76,161.468
ec8,5000.0,0.0,1.0,86400.0,659.0,384.0,410.0,275.0,30091.4,7295.0,48106.7,22.1726,27.225,45221.2,2673.0,7.04,156.078
t2-4,5000.0,0.0,1.0,86400.0,659.0,484.0,498.0,175.0,36062.9,9195.0,48107.2,21.4249,18.15,45231.0,2673.0,5.28,158.423
t3-1,5000.0,0.0,1.0,86400.0,660.0,407.0,429.0,253.0,34973.0,7732.0,48111.5,17.2354,27.225,45231.1,2673.0,7.04,155.957
t4,5000.0,0.0,1.0,86400.0,659.0,329.0,361.0,330.0,29300.6,6250.0,48114.5,11.55,9.075,45261.2,2673.0,1.76,157.93
t5-2,5000.0,0.0,1.0,86400.0,659.0,487.0,499.0,172.0,37440.6,9252.0,48120.3,10.2392,18.15,45253.3,2673.0,5.28,160.267
t7-2,5000.0,0.0,1.0,86400.0,660.0,242.0,286.0,418.0,23744.3,4597.0,48093.6,34.8409,27.225,45195.9,2673.0,7.04,155.611
t8-2,5000.0,0.0,1.0,86400.0,659.0,385.0,409.0,274.0,30782.6,7314.0,48119.6,8.71996,27.225,45248.1,2673.0,7.04,155.476
t9,5000.0,0.0,1.0,86400.0,658.0,373.0,397.0,285.0,31722.9,7086.0,48092.6,32.4694,36.3,45192.4,2673.0,8.8,149.662
t10,5000.0,0.0,1.0,86400.0,657.0,381.0,406.0,276.0,27109.3,7238.0,48105.0,25.6695,36.3,45206.0,2673.0,8.8,155.237
t12-2,5000.0,0.0,1.0,86400.0,659.0,399.0,423.0,260.0,33173.6,7580.0,48099.4,28.8125,27.225,45207.9,2673.0,7.04,155.415
t13-2,5000.0,0.0,1.0,86400.0,660.0,352.0,382.0,308.0,30585.8,6687.0,48095.3,33.7467,27.225,45198.1,2673.0,7.04,156.251
t13-3,5000.0,0.0,1.0,86400.0,658.0,437.0,457.0,221.0,30783.4,8302.0,48108.1,25.7406,36.3,45205.8,2673.0,8.8,158.435
t13-4,5000.0,0.0,1.0,86400.0,656.0,379.0,405.0,277.0,28063.3,7200.0,48115.0,11.275,18.15,45253.5,2673.0,3.52,155.612
t16,5000.0,0.0,1.0,86400.0,659.0,484.0,499.0,175.0,34732.5,9195.0,48119.5,11.7496,18.15,45250.3,2673.0,5.28,161.062
t17,5000.0,0.0,1.0,86400.0,658.0,268.0,308.0,390.0,21592.1,5091.0,48115.7,9.9,18.15,45256.2,2673.0,3.52,154.946
t18,5000.0,0.0,1.0,86400.0,659.0,432.0,455.0,227.0,31219.9,8207.0,48103.8,26.2965,27.225,45213.0,2673.0,7.04,157.311
m2,5000.0,0.0,1.0,86400.0,658.0,279.0,318.0,379.0,21287.2,5300.0,48116.9,11.2456,27.225,45243.1,2673.0,7.04,155.344
m3,5000.0,0.0,1.0,86400.0,658.0,380.0,406.0,278.0,28250.3,7219.0,48103.0,29.3063,36.3,45198.7,2673.0,8.8,156.896
m4,5000.0,0.0,1.0,86400.0,660.0,276.0,315.0,384.0,25911.9,5243.0,48103.7,24.4651,36.3,45208.4,2673.0,8.8,152.735
m5,5000.0,0.0,1.0,86400.0,656.0,364.0,389.0,292.0,29692.7,6915.0,48114.2,12.65,18.15,45250.7,2673.0,3.52,156.16
m6,5000.0,0.0,1.0,86400.0,656.0,366.0,393.0,290.0,27138.8,6953.0,48115.5,9.9,18.15,45256.2,2673.0,3.52,154.707
m8,5000.0,0.0,1.0,86400.0,659.0,429.0,447.0,230.0,34664.0,8150.0,48118.4,11.0,18.15,45251.8,2673.0,5.28,159.155
m10,5000.0,0.0,1.0,86400.0,659.0,514.0,525.0,145.0,39969.0,9765.0,48117.4,11.55,9.075,45261.2,2673.0,1.76,160.915
m12,5000.0,0.0,1.0,86400.0,656.0,504.0,514.0,152.0,34355.6,9575.0,48104.8,27.2334,27.225,45211.1,2673.0,7.04,159.226
m13,5000.0,0.0,1.0,86400.0,656.0,363.0,390.0,293.0,29408.1,6896.0,48112.9,12.65,18.15,45250.7,2673.0,3.52,154.879
m15,5000.0,0.0,1.0,86400.0,655.0,489.0,503.0,166.0,26470.3,9290.0,48114.3,10.5794,18.15,45252.6,2673.0,5.28,154.602
m16,5000.0,0.0,1.0,86400.0,658.0,522.0,534.0,136.0,32691.0,9917.0,48116.4,12.3716,27.225,45240.8,2673.0,7.04,155.974
t13-1,5000.0,0.0,1.0,86400.0,644.0,631.0,631.0,13.0,12173.8,11988.0,48095.2,35.4597,27.225,45194.6,2673.0,7.04,157.871
cc10,5000.0,0.0,1.0,86400.0,657.0,584.0,587.0,73.0,36942.2,11095.0,48107.9,20.1665,18.15,45233.5,2673.0,5.28,157.811
ec1,5000.0,0.0,1.0,86400.0,651.0,559.0,565.0,92.0,24236.0,10620.0,48103.3,27.5258,27.225,45210.5,2673.0,7.04,157.993
t8-1,5000.0,0.0,1.0,86400.0,657.0,581.0,585.0,76.0,36959.6,11038.0,48107.3,21.6037,18.15,45230.6,2673.0,5.28,158.687
t14-1,5000.0,0.0,1.0,86400.0,654.0,454.0,469.0,200.0,29310.3,8625.0,48117.6,11.55,9.075,45261.2,2673.0,1.76,161.111
t12-3,5000.0,0.0,1.0,86400.0,647.0,634.0,634.0,13.0,18114.5,12045.0,48095.6,35.4127,27.225,45194.7,2673.0,7.04,158.196
cc6,5000.0,0.0,1.0,86400.0,660.0,358.0,382.0,302.0,35645.5,6801.0,48117.5,10.2879,18.15,45253.2,2673.0,5.28,157.591
cc2,5000.0,0.0,1.0,86400.0,654.0,351.0,381.0,303.0,29037.2,6668.0,48115.7,11.55,9.075,45261.2,2673.0,1.76,159.143
cc3,5000.0,0.0,1.0,86400.0,659.0,272.0,317.0,387.0,18258.0,5167.0,48106.4,27.1327,36.3,45203.0,2673.0,8.8,158.136
cc4,5000.0,0.0,1.0,86400.0,658.0,401.0,426.0,257.0,27937.2,7618.0,48107.6,21.1431,27.225,45223.3,2673.0,7.04,155.887
ec5,5000.0,0.0,1.0,86400.0,659.0,563.0,568.0,96.0,40972.0,10696.0,48106.4,26.4954,27.225,45212.6,2673.0,7.04,160.128
ec7,5000.0,0.0,1.0,86400.0,657.0,288.0,322.0,369.0,25754.1,5471.0,48113.0,14.025,18.15,45248.0,2673.0,3.52,156.354
t5-1,5000.0,0.0,1.0,86400.0,658.0,417.0,432.0,241.0,35219.3,7922.0,48116.4,11.7123,9.075,45258.6,2673.0,3.52,160.492
t11-4,5000.0,0.0,1.0,86400.0,655.0,528.0,538.0,127.0,31012.2,10031.0,48104.2,30.1929,27.225,45205.2,2673.0,7.04,161.618
t11-2,5000.0,0.0,1.0,86400.0,658.0,300.0,340.0,358.0,20678.4,5699.0,48097.2,25.3176,27.225,45214.9,2673.0,7.04,149.666
cc9,5000.0,0.0,1.0,86400.0,652.0,483.0,496.0,169.0,31231.4,9176.0,48116.7,11.55,9.075,45261.2,2673.0,1.76,160.159
cc1,5000.0,0.0,1.0,86400.0,657.0,487.0,499.0,170.0,33326.3,9252.0,48119.2,8.68204,27.225,45248.2,2673.0,7.04,155.071
t2-1,5000.0,0.0,1.0,86400.0,651.0,597.0,599.0,54.0,26138.5,11342.0,48108.8,24.0218,27.225,45217.5,2673.0,7.04,160.04
t3-2,5000.0,0.0,1.0,86400.0,659.0,370.0,396.0,289.0,30355.1,7029.0,48112.7,16.0744,27.225,45233.4,2673.0,7.04,155.97
t12-4,5000.0,0.0,1.0,86400.0,654.0,494.0,507.0,160.0,30834.3,9385.0,48114.2,11.55,9.075,45261.2,2673.0,1.76,157.654
t7-1,5000.0,0.0,1.0,86400.0,654.0,445.0,464.0,209.0,26483.1,8454.0,48118.1,11.55,9.075,45261.2,2673.0,1.76,161.585
t2-3,5000.0,0.0,1.0,86400.0,657.0,324.0,357.0,333.0,23517.8,6155.0,48096.1,32.4518,36.3,45192.4,2673.0,8.8,153.162
cc5,5000.0,0.0,1.0,86400.0,655.0,313.0,349.0,342.0,21025.5,5946.0,48112.0,12.65,18.15,45250.7,2673.0,3.52,153.988
ec3,5000.0,0.0,1.0,86400.0,659.0,588.0,590.0,71.0,43126.6,11171.0,48109.5,22.8558,27.225,45219.8,2673.0,7.04,159.512
m17,5000.0,0.0,1.0,86400.0,659.0,390.0,416.0,269.0,29991.2,7409.0,48105.4,25.7134,36.3,45205.9,2673.0,8.8,155.69
t11-3,5000.0,0.0,1.0,86400.0,658.0,305.0,343.0,353.0,21969.2,5794.0,48110.9,19.7708,36.3,45217.8,2673.0,8.8,155.294
t11-1,5000.0,0.0,1.0,86400.0,658.0,242.0,291.0,416.0,14387.7,4597.0,48103.8,23.3234,36.3,45210.7,2673.0,8.8,151.745
ec2,5000.0,0.0,1.0,86400.0,656.0,531.0,541.0,125.0,31278.4,10088.0,48102.0,32.4349,27.225,45200.7,2673.0,7.04,161.645
cc11,2500.0,2.0,1.0,86400.0,658.0,218.0,264.0,440.0,19330.8,4141.0,48094.4,25.0468,27.225,45215.5,2673.0,7.04,146.594
ec8,2500.0,2.0,1.0,86400.0,658.0,354.0,383.0,304.0,27368.1,6725.0,48093.7,32.5387,36.3,45192.2,2673.0,8.8,150.868
t2-4,2500.0,2.0,1.0,86400.0,657.0,307.0,341.0,350.0,23939.8,5832.0,48102.5,11.55,9.075,45261.2,2673.0,1.76,145.973
t4,2500.0,2.0,1.0,86400.0,658.0,344.0,376.0,314.0,24527.0,6535.0,48104.4,19.0279,18.15,45235.7,2673.0,5.28,153.163
t5-2,2500.0,2.0,1.0,86400.0,659.0,402.0,421.0,257.0,36455.5,7637.0,48092.4,35.3447,27.225,45194.9,2673.0,7.04,154.943
t6,2500.0,2.0,1.0,86400.0,659.0,311.0,348.0,348.0,23833.5,5908.0,48112.8,8.69969,27.225,45248.2,2673.0,7.04,148.643
t7-2,2500.0,2.0,1.0,86400.0,658.0,263.0,305.0,395.0,20182.3,4996.0,48085.9,35.2034,27.225,45195.1,2673.0,7.04,148.319
t8-2,2500.0,2.0,1.0,86400.0,657.0,492.0,505.0,165.0,33776.2,9347.0,48104.5,26.8353,36.3,45203.6,2673.0,8.8,155.952
t9,2500.0,2.0,1.0,86400.0,654.0,445.0,467.0,209.0,27021.9,8454.0,48117.7,11.275,18.15,45253.5,2673.0,3.52,158.323
t10,2500.0,2.0,1.0,86400.0,658.0,350.0,380.0,308.0,27237.6,6649.0,48101.6,15.2858,18.15,45243.2,2673.0,5.28,146.666
t11-5,2500.0,2.0,1.0,86400.0,660.0,211.0,262.0,449.0,17763.5,4008.0,48103.2,18.3879,27.225,45228.8,2673.0,7.04,148.809
t12-5,2500.0,2.0,1.0,86400.0,653.0,251.0,298.0,402.0,11894.4,4768.0,48107.7,11.275,18.15,45253.5,2673.0,3.52,148.336
m2,2500.0,2.0,1.0,86400.0,658.0,359.0,392.0,299.0,23656.0,6820.0,48109.2,11.275,18.15,45253.5,2673.0,3.52,149.796
m3,2500.0,2.0,1.0,86400.0,658.0,324.0,361.0,334.0,20836.4,6155.0,48101.1,25.3,27.225,45215.0,2673.0,7.04,153.631
m5,2500.0,2.0,1.0,86400.0,656.0,327.0,363.0,329.0,21577.6,6212.0,48109.9,9.9,18.15,45256.2,2673.0,3.52,149.119
m6,2500.0,2.0,1.0,86400.0,658.0,250.0,293.0,408.0,19778.9,4749.0,48100.2,21.8148,27.225,45221.9,2673.0,7.04,149.195
m9,2500.0,2.0,1.0,86400.0,658.0,530.0,541.0,128.0,35453.5,10069.0,48107.2,19.7224,27.225,45226.1,2673.0,7.04,154.149
m11,2500.0,2.0,1.0,86400.0,653.0,494.0,509.0,159.0,22557.4,9385.0,48105.0,27.9624,36.3,45201.4,2673.0,8.8,157.548
m7,2500.0,2.0,1.0,86400.0,657.0,355.0,386.0,302.0,23479.8,6744.0,48096.1,32.3333,36.3,45192.6,2673.0,8.8,153.077
cc8,2500.0,2.0,1.0,86400.0,658.0,237.0,279.0,421.0,20989.7,4502.0,48088.9,28.5552,27.225,45208.4,2673.0,7.04,144.654
cc7,2500.0,2.0,1.0,86400.0,654.0,473.0,490.0,181.0,28207.2,8986.0,48119.2,9.9,18.15,45256.2,2673.0,3.52,158.422
cc6,2500.0,2.0,1.0,86400.0,657.0,284.0,321.0,373.0,21157.4,5395.0,48089.1,24.2,18.15,45225.4,2673.0,5.28,143.11
cc3,2500.0,2.0,1.0,86400.0,653.0,292.0,332.0,361.0,18597.3,5547.0,48107.9,9.9,18.15,45256.2,2673.0,3.52,147.091
cc4,2500.0,2.0,1.0,86400.0,657.0,434.0,459.0,223.0,24350.3,8245.0,48104.5,25.606,36.3,45206.1,2673.0,8.8,154.685
ec5,2500.0,2.0,1.0,86400.0,657.0,340.0,370.0,317.0,25901.3,6459.0,48087.0,35.3067,27.225,45194.9,2673.0,7.04,149.456
ec6,2500.0,2.0,1.0,86400.0,657.0,359.0,394.0,298.0,23291.9,6820.0,48114.0,9.9,18.15,45256.2,2673.0,3.52,153.183
ec4,2500.0,2.0,1.0,86400.0,657.0,479.0,494.0,178.0,31722.6,9100.0,48102.6,26.2351,36.3,45204.8,2673.0,8.8,153.403
t3-2,2500.0,2.0,1.0,86400.0,657.0,401.0,428.0,256.0,24010.3,7618.0,48101.0,23.925,27.225,45217.7,2673.0,7.04,152.155
cc5,2500.0,2.0,1.0,86400.0,659.0,280.0,319.0,379.0,22596.8,5319.0,48105.9,12.375,18.15,45249.1,2673.0,5.28,148.08
ec8,500.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,1799.33,12140.0,48091.4,35.5374,27.225000000000005,45194.5,2673.0,7.04,154.114
m2,500.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2438.21,12140.0,48098.4,32.2376,36.3,45192.80000000001,2673.0,8.8,155.286
t12-1,6000.0,0.0,1.0,86400.0,643.0,639.0,639.0,4.0,9822.39,12140.0,48093.0,35.4754,27.225,45194.6,2673.0,7.04,155.643
m1,6000.0,0.0,1.0,86400.0,653.0,569.0,575.0,84.0,27675.7,10810.0,48096.1,35.0235,27.225,45195.5,2673.0,7.04,158.283
m18,6000.0,0.0,1.0,86400.0,658.0,576.0,581.0,82.0,36842.6,10943.0,48112.6,12.65,9.075,45256.8,2673.0,3.52,157.565
cc11,6000.0,0.0,1.0,86400.0,651.0,607.0,608.0,44.0,26254.0,11532.0,48098.9,35.483,27.225,45194.6,2673.0,7.04,161.526
t3-1,6000.0,0.0,1.0,86400.0,661.0,269.0,314.0,392.0,21693.8,5110.0,48117.5,12.65,9.075,45256.8,2673.0,3.52,162.475
t8-2,6000.0,0.0,1.0,86400.0,661.0,200.0,251.0,461.0,20307.0,3799.0,48107.6,12.65,9.075,45256.8,2673.0,3.52,152.625
t9,6000.0,0.0,1.0,86400.0,655.0,150.0,207.0,505.0,12006.2,2849.0,48115.1,9.9,18.15,45256.2,2673.0,3.52,154.287
t10,6000.0,0.0,1.0,86400.0,657.0,362.0,391.0,295.0,24895.2,6877.0,48113.0,11.275,18.15,45253.5,2673.0,3.52,153.559
t11-5,6000.0,0.0,1.0,86400.0,658.0,191.0,242.0,467.0,18085.2,3628.0,48104.1,12.65,18.15,45250.7,2673.0,3.52,146.117
t12-2,6000.0,0.0,1.0,86400.0,655.0,418.0,440.0,237.0,33568.0,7941.0,48112.3,11.55,9.075,45261.2,2673.0,1.76,155.792
t12-5,6000.0,0.0,1.0,86400.0,655.0,112.0,177.0,543.0,6726.06,2127.0,48106.4,14.025,18.15,45248.0,2673.0,3.52,149.787
t13-2,6000.0,0.0,1.0,86400.0,660.0,323.0,356.0,337.0,28514.6,6136.0,48111.3,12.65,9.075,45256.8,2673.0,3.52,156.278
t13-3,6000.0,0.0,1.0,86400.0,657.0,367.0,393.0,290.0,28546.6,6972.0,48105.3,30.4793,36.3,45196.3,2673.0,8.8,160.424
t15,6000.0,0.0,1.0,86400.0,655.0,236.0,285.0,419.0,18863.7,4483.0,48112.5,11.55,9.075,45261.2,2673.0,1.76,156.006
t16,6000.0,0.0,1.0,86400.0,652.0,357.0,383.0,295.0,26913.8,6782.0,48116.6,9.9,18.15,45256.2,2673.0,3.52,155.838
t17,6000.0,0.0,1.0,86400.0,658.0,317.0,351.0,341.0,23711.0,6022.0,48112.8,11.2002,27.225,45243.1,2673.0,7.04,151.156
t18,6000.0,0.0,1.0,86400.0,655.0,384.0,410.0,271.0,33308.3,7295.0,48115.2,11.55,9.075,45261.2,2673.0,1.76,158.694
m4,6000.0,0.0,1.0,86400.0,658.0,523.0,534.0,135.0,37448.0,9936.0,48114.0,11.55,9.075,45261.2,2673.0,1.76,157.481
m5,6000.0,0.0,1.0,86400.0,654.0,313.0,352.0,341.0,18881.9,5946.0,48123.8,9.9,18.15,45256.2,2673.0,3.52,163.059
m6,6000.0,0.0,1.0,86400.0,658.0,495.0,509.0,163.0,32563.6,9404.0,48111.9,12.65,9.075,45256.8,2673.0,3.52,156.917
m11,6000.0,0.0,1.0,86400.0,654.0,266.0,308.0,388.0,16010.6,5053.0,48104.8,15.4,18.15,45245.2,2673.0,3.52,149.488
m12,6000.0,0.0,1.0,86400.0,656.0,261.0,307.0,395.0,13713.8,4958.0,48109.3,16.775,18.15,45242.5,2673.0,3.52,155.422
m13,6000.0,0.0,1.0,86400.0,657.0,427.0,448.0,230.0,31179.6,8112.0,48116.5,11.275,18.15,45253.5,2673.0,3.52,157.082
m15,6000.0,0.0,1.0,86400.0,653.0,318.0,354.0,335.0,20274.5,6041.0,48107.8,12.65,18.15,45250.7,2673.0,3.52,149.822
m16,6000.0,0.0,1.0,86400.0,656.0,393.0,418.0,263.0,26216.0,7466.0,48111.1,14.025,18.15,45248.0,2673.0,3.52,154.504
t13-1,6000.0,0.0,1.0,86400.0,643.0,639.0,639.0,4.0,9809.39,12140.0,48092.3,35.4754,27.225,45194.6,2673.0,7.04,154.921
cc10,6000.0,0.0,1.0,86400.0,644.0,637.0,637.0,7.0,11938.7,12102.0,48096.6,35.4597,27.225,45194.6,2673.0,7.04,159.214
ec1,6000.0,0.0,1.0,86400.0,653.0,543.0,551.0,110.0,28201.7,10316.0,48097.5,32.4976,27.225,45200.6,2673.0,7.04,157.203
t8-1,6000.0,0.0,1.0,86400.0,649.0,604.0,606.0,45.0,20645.5,11475.0,48117.9,12.65,9.075,45256.8,2673.0,3.52,162.938
t14-1,6000.0,0.0,1.0,86400.0,658.0,412.0,433.0,246.0,33077.8,7827.0,48098.5,35.0137,27.225,45195.5,2673.0,7.04,160.732
t12-3,6000.0,0.0,1.0,86400.0,643.0,639.0,639.0,4.0,9815.39,12140.0,48092.6,35.4754,27.225,45194.6,2673.0,7.04,155.254
cc7,6000.0,0.0,1.0,86400.0,661.0,334.0,368.0,327.0,28808.1,6345.0,48115.8,12.279,9.075,45257.5,2673.0,3.52,160.427
cc6,6000.0,0.0,1.0,86400.0,657.0,315.0,353.0,342.0,20337.4,5984.0,48111.2,9.9,18.15,45256.2,2673.0,3.52,150.463
cc2,6000.0,0.0,1.0,86400.0,653.0,259.0,298.0,394.0,25554.5,4920.0,48106.9,11.55,9.075,45261.2,2673.0,1.76,150.38
cc3,6000.0,0.0,1.0,86400.0,657.0,314.0,351.0,343.0,18043.5,5965.0,48111.2,12.375,18.15,45249.1,2673.0,5.28,153.309
cc4,6000.0,0.0,1.0,86400.0,653.0,458.0,479.0,195.0,23797.0,8701.0,48115.6,12.65,18.15,45250.7,2673.0,3.52,157.561
ec5,6000.0,0.0,1.0,86400.0,659.0,576.0,581.0,83.0,39563.8,10943.0,48115.5,11.6254,9.075,45258.8,2673.0,3.52,159.512
ec7,6000.0,0.0,1.0,86400.0,657.0,500.0,514.0,157.0,31228.9,9499.0,48119.7,9.9,18.15,45256.2,2673.0,3.52,158.947
t1-1,6000.0,0.0,1.0,86400.0,655.0,485.0,500.0,170.0,27137.7,9214.0,48094.0,35.4667,27.225,45194.6,2673.0,7.04,156.644
t5-1,6000.0,0.0,1.0,86400.0,650.0,636.0,636.0,14.0,22747.9,12083.0,48115.3,11.6271,18.15,45250.5,2673.0,5.28,156.681
t11-4,6000.0,0.0,1.0,86400.0,657.0,571.0,577.0,86.0,34221.8,10848.0,48113.1,12.65,9.075,45256.8,2673.0,3.52,158.078
t11-2,6000.0,0.0,1.0,86400.0,660.0,326.0,360.0,334.0,27949.1,6193.0,48112.8,10.4211,18.15,45253.0,2673.0,5.28,152.973
cc1,6000.0,0.0,1.0,86400.0,656.0,409.0,436.0,247.0,20784.6,7770.0,48105.3,19.3165,27.225,45226.9,2673.0,7.04,151.767
