sensor_key,distance_threshold,outlier_threshold,remove_intersections,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J)
A,1000.0,1.0,0.0,86400.0,653.0,125.0,190.0,528.0,1463.51,2374.0,48087.2,11.55,9.075,45261.2,2673.0,1.76,130.674
B,1000.0,1.0,0.0,86400.0,651.0,175.0,234.0,476.0,2871.2,3324.0,48094.2,9.9,18.15,45256.2,2673.0,3.52,133.457
C,1000.0,1.0,0.0,86400.0,653.0,208.0,261.0,445.0,3523.02,3951.0,48081.8,33.2424,36.3,45190.8,2673.0,8.8,139.644
D,1000.0,1.0,0.0,86400.0,653.0,341.0,377.0,312.0,11218.6,6478.0,48085.0,32.0941,36.3,45193.1,2673.0,8.8,141.695
A,10000.0,2.0,1.0,86400.0,655.0,150.0,210.0,505.0,8586.63,2849.0,48095.5,11.55,9.075,45261.2,2673.0,1.76,138.956
B,10000.0,2.0,1.0,86400.0,656.0,119.0,183.0,537.0,3826.06,2260.0,48077.0,32.3545,36.3,45192.6,2673.0,8.8,133.919
C,10000.0,2.0,1.0,86400.0,657.0,148.0,208.0,509.0,7621.68,2811.0,48082.8,32.0898,36.3,45193.1,2673.0,8.8,139.46
D,10000.0,2.0,1.0,86400.0,658.0,175.0,231.0,483.0,11928.6,3324.0,48081.1,32.3612,36.3,45192.6,2673.0,8.8,138.088
E,10000.0,2.0,1.0,86400.0,657.0,414.0,436.0,243.0,28929.2,7865.0,48095.8,32.2177,36.3,45192.9,2673.0,8.8,152.643
F,10000.0,2.0,1.0,86400.0,659.0,160.0,215.0,499.0,13851.9,3039.0,48101.2,14.7278,27.225,45236.1,2673.0,7.04,143.13
G,10000.0,2.0,1.0,86400.0,653.0,314.0,352.0,339.0,15525.4,5965.0,48100.5,16.775,18.15,45242.5,2673.0,3.52,146.607
H,10000.0,2.0,1.0,86400.0,656.0,278.0,321.0,378.0,13783.4,5281.0,48099.9,19.6378,27.225,45226.3,2673.0,7.04,146.746
L,10000.0,2.0,1.0,86400.0,655.0,141.0,198.0,514.0,10417.1,2678.0,48100.4,11.55,9.075,45261.2,2673.0,1.76,143.863
M,10000.0,2.0,1.0,86400.0,657.0,378.0,405.0,279.0,24650.3,7181.0,48106.8,11.0,18.15,45251.8,2673.0,5.28,147.57
N,10000.0,2.0,1.0,86400.0,656.0,273.0,316.0,383.0,19483.3,5186.0,48102.3,11.275,18.15,45253.5,2673.0,3.52,142.859
O,10000.0,2.0,1.0,86400.0,649.0,371.0,401.0,278.0,19532.8,7048.0,48105.8,12.65,18.15,45250.7,2673.0,3.52,147.794
A,6500.0,0.0,1.0,86400.0,658.0,246.0,294.0,412.0,16387.7,4673.0,48099.9,11.55,9.075,45261.2,2673.0,1.76,143.41
B,6500.0,0.0,1.0,86400.0,657.0,252.0,297.0,405.0,14372.4,4787.0,48100.3,22.9938,36.3,45211.3,2673.0,8.8,147.905
C,6500.0,0.0,1.0,86400.0,653.0,211.0,261.0,442.0,6352.91,4008.0,48081.3,32.4124,36.3,45192.5,2673.0,8.8,138.296
D,6500.0,0.0,1.0,86400.0,653.0,211.0,266.0,442.0,1058.03,4008.0,48082.0,32.5493,36.3,45192.2,2673.0,8.8,139.193
E,6500.0,0.0,1.0,86400.0,651.0,505.0,518.0,146.0,19245.0,9594.0,48100.7,26.2097,36.3,45204.9,2673.0,8.8,151.533
F,6500.0,0.0,1.0,86400.0,653.0,564.0,570.0,89.0,26055.9,10715.0,48111.9,12.65,9.075,45256.8,2673.0,3.52,156.95
R,6500.0,0.0,1.0,86400.0,651.0,569.0,576.0,82.0,22095.6,10810.0,48093.7,35.4115,27.225,45194.7,2673.0,7.04,156.313
S,6500.0,0.0,1.0,86400.0,649.0,280.0,320.0,369.0,15536.2,5319.0,48103.1,11.55,9.075,45261.2,2673.0,1.76,146.545
K,6500.0,0.0,1.0,86400.0,657.0,505.0,519.0,152.0,30828.2,9594.0,48107.1,23.4241,36.3,45210.5,2673.0,8.8,155.119
L,6500.0,0.0,1.0,86400.0,652.0,495.0,510.0,157.0,20610.4,9404.0,48093.2,35.3958,27.225,45194.8,2673.0,7.04,155.806
M,6500.0,0.0,1.0,86400.0,649.0,341.0,375.0,308.0,18611.2,6478.0,48110.2,11.55,9.075,45261.2,2673.0,1.76,153.634
N,6500.0,0.0,1.0,86400.0,653.0,439.0,461.0,214.0,19369.9,8340.0,48094.7,32.4115,36.3,45192.5,2673.0,8.8,151.699
O,6500.0,0.0,1.0,86400.0,651.0,376.0,406.0,275.0,19600.4,7143.0,48112.3,11.275,18.15,45253.5,2673.0,3.52,152.952
P,6500.0,0.0,1.0,86400.0,646.0,597.0,601.0,49.0,14517.0,11342.0,48094.0,35.4281,27.225,45194.7,2673.0,7.04,156.633
A,4000.0,0.0,1.0,86400.0,648.0,437.0,459.0,211.0,9886.63,8302.0,48082.9,35.6625,27.225,45194.2,2673.0,7.04,145.771
B,4000.0,0.0,1.0,86400.0,646.0,485.0,504.0,161.0,6284.59,9214.0,48090.4,32.5752,36.3,45192.1,2673.0,8.8,147.623
C,4000.0,0.0,1.0,86400.0,646.0,452.0,475.0,194.0,4229.27,8587.0,48089.0,32.4294,36.3,45192.4,2673.0,8.8,146.034
D,4000.0,0.0,1.0,86400.0,645.0,506.0,522.0,139.0,6289.21,9613.0,48092.6,32.3119,36.3,45192.7,2673.0,8.8,149.502
E,4000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
R,4000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
S,4000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,2002.63,12140.0,48102.7,35.538,27.225,45194.5,2673.0,7.04,165.442
K,4000.0,0.0,1.0,86400.0,651.0,624.0,624.0,27.0,27539.2,11855.0,48093.3,35.6054,27.225,45194.3,2673.0,7.04,156.096
L,4000.0,0.0,1.0,86400.0,649.0,390.0,421.0,259.0,6225.87,7409.0,48095.1,32.2994,36.3,45192.7,2673.0,8.8,151.959
M,4000.0,0.0,1.0,86400.0,651.0,634.0,634.0,17.0,26316.8,12045.0,48094.1,35.4105,27.225,45194.7,2673.0,7.04,156.685
O,4000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1838.64,12140.0,48093.6,35.538,27.225,45194.5,2673.0,7.04,156.335
P,4000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
A,3000.0,0.0,0.0,86400.0,655.0,299.0,340.0,356.0,14567.7,5680.0,48100.0,11.55,9.075,45261.2,2673.0,1.76,143.43
B,3000.0,0.0,0.0,86400.0,650.0,255.0,299.0,395.0,15132.5,4844.0,48107.7,9.9,18.15,45256.2,2673.0,3.52,146.947
C,3000.0,0.0,0.0,86400.0,655.0,351.0,385.0,304.0,19393.4,6668.0,48113.2,11.275,18.15,45253.5,2673.0,3.52,153.763
D,3000.0,0.0,0.0,86400.0,655.0,476.0,492.0,179.0,26033.2,9043.0,48100.1,24.6919,27.225,45216.2,2673.0,7.04,151.955
E,3000.0,0.0,0.0,86400.0,647.0,590.0,593.0,57.0,26034.1,11209.0,48112.8,11.55,9.075,45261.2,2673.0,1.76,156.244
F,3000.0,0.0,0.0,86400.0,653.0,402.0,427.0,251.0,28173.4,7637.0,48104.7,11.55,9.075,45261.2,2673.0,1.76,148.161
G,3000.0,0.0,0.0,86400.0,653.0,490.0,505.0,163.0,22757.5,9309.0,48110.6,17.3191,27.225,45230.9,2673.0,7.04,155.064
H,3000.0,0.0,0.0,86400.0,651.0,514.0,526.0,137.0,20036.0,9765.0,48095.5,32.5271,36.3,45192.2,2673.0,8.8,152.612
R,3000.0,0.0,0.0,86400.0,650.0,537.0,547.0,113.0,19706.6,10202.0,48092.1,35.4987,27.225,45194.6,2673.0,7.04,154.788
S,3000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1902.63,12140.0,48097.2,35.538,27.225,45194.5,2673.0,7.04,159.889
K,3000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1823.63,12140.0,48092.8,35.538,27.225,45194.5,2673.0,7.04,155.502
L,3000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1799.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.17
M,3000.0,0.0,0.0,86400.0,640.0,639.0,639.0,1.0,3754.84,12140.0,48107.6,25.0902,27.225,45215.4,2673.0,7.04,159.852
N,3000.0,0.0,0.0,86400.0,655.0,389.0,415.0,266.0,23605.4,7390.0,48095.7,24.0692,27.225,45217.4,2673.0,7.04,146.913
O,3000.0,0.0,0.0,86400.0,654.0,379.0,411.0,275.0,14721.4,7200.0,48109.5,11.2007,27.225,45243.1,2673.0,7.04,147.892
P,3000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1804.63,12140.0,48092.0,35.263,27.225,45195.0,2673.0,7.04,154.447
A,1500.0,0.0,1.0,86400.0,656.0,378.0,408.0,278.0,30137.7,7181.0,48105.7,11.55,9.075,45261.2,2673.0,1.76,149.169
B,1500.0,0.0,1.0,86400.0,651.0,477.0,495.0,174.0,16455.9,9062.0,48096.1,31.9652,36.3,45193.4,2673.0,8.8,152.649
C,1500.0,0.0,1.0,86400.0,644.0,402.0,431.0,242.0,8069.53,7637.0,48105.6,11.275,18.15,45253.5,2673.0,3.52,146.155
D,1500.0,0.0,1.0,86400.0,642.0,330.0,369.0,312.0,1163.6,6269.0,48107.2,12.65,18.15,45250.7,2673.0,3.52,149.2
E,1500.0,0.0,1.0,86400.0,640.0,575.0,581.0,65.0,14501.5,10924.0,48112.2,11.55,9.075,45261.2,2673.0,1.76,155.618
F,1500.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1833.63,12140.0,48093.3,35.538,27.225,45194.5,2673.0,7.04,156.058
G,1500.0,0.0,1.0,86400.0,640.0,631.0,632.0,9.0,3081.46,11988.0,48096.6,35.5224,27.225,45194.5,2673.0,7.04,159.276
H,1500.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
R,1500.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
S,1500.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
K,1500.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
L,1500.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1801.63,12140.0,48091.6,35.538,27.225,45194.5,2673.0,7.04,154.281
M,1500.0,0.0,1.0,86400.0,653.0,609.0,611.0,44.0,29896.6,11570.0,48098.1,30.0227,27.225,45205.5,2673.0,7.04,155.353
N,1500.0,0.0,1.0,86400.0,660.0,379.0,405.0,281.0,33429.1,7200.0,48093.7,22.6985,18.15,45228.4,2673.0,5.28,146.194
O,1500.0,0.0,1.0,86400.0,648.0,405.0,434.0,243.0,6397.96,7694.0,48110.8,9.9,18.15,45256.2,2673.0,3.52,150.009
P,1500.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1820.63,12140.0,48092.6,35.538,27.225,45194.5,2673.0,7.04,155.336
A,5000.0,1.0,0.0,86400.0,651.0,193.0,244.0,458.0,9750.62,3666.0,48103.5,11.55,9.075,45261.2,2673.0,1.76,146.922
B,5000.0,1.0,0.0,86400.0,657.0,357.0,388.0,300.0,22713.2,6782.0,48108.2,12.1054,27.225,45241.3,2673.0,7.04,147.511
C,5000.0,1.0,0.0,86400.0,653.0,346.0,380.0,307.0,13065.0,6573.0,48101.3,17.7667,27.225,45230.0,2673.0,7.04,146.259
D,5000.0,1.0,0.0,86400.0,653.0,310.0,350.0,343.0,10357.5,5889.0,48083.8,32.2269,36.3,45192.8,2673.0,8.8,140.619
E,5000.0,1.0,0.0,86400.0,653.0,405.0,430.0,248.0,19014.7,7694.0,48106.6,14.025,18.15,45248.0,2673.0,3.52,149.941
F,5000.0,1.0,0.0,86400.0,655.0,201.0,250.0,454.0,11288.5,3818.0,48075.1,35.1675,27.225,45195.2,2673.0,7.04,137.494
G,5000.0,1.0,0.0,86400.0,649.0,313.0,351.0,336.0,13810.0,5946.0,48110.1,9.9,18.15,45256.2,2673.0,3.52,149.365
H,5000.0,1.0,0.0,86400.0,652.0,376.0,409.0,276.0,11850.3,7143.0,48106.1,11.275,18.15,45253.5,2673.0,3.52,146.737
S,5000.0,1.0,0.0,86400.0,653.0,431.0,453.0,222.0,21532.6,8188.0,48107.1,11.55,9.075,45261.2,2673.0,1.76,150.594
K,5000.0,1.0,0.0,86400.0,653.0,434.0,456.0,219.0,21092.0,8245.0,48095.4,32.1811,36.3,45192.9,2673.0,8.8,152.21
M,5000.0,1.0,0.0,86400.0,648.0,252.0,295.0,396.0,12333.5,4787.0,48105.5,11.55,9.075,45261.2,2673.0,1.76,149.008
N,5000.0,1.0,0.0,86400.0,656.0,470.0,487.0,186.0,27699.4,8929.0,48106.6,19.6807,27.225,45226.2,2673.0,7.04,153.508
O,5000.0,1.0,0.0,86400.0,656.0,468.0,485.0,188.0,28132.8,8891.0,48096.2,32.291,36.3,45192.7,2673.0,8.8,153.116
A,2500.0,1.0,1.0,86400.0,652.0,316.0,353.0,336.0,10303.9,6003.0,48084.6,35.5703,27.225,45194.4,2673.0,7.04,147.38
B,2500.0,1.0,1.0,86400.0,653.0,263.0,310.0,390.0,6041.63,4996.0,48081.2,32.4237,36.3,45192.5,2673.0,8.8,138.258
C,2500.0,1.0,1.0,86400.0,645.0,325.0,363.0,320.0,8077.83,6174.0,48101.1,11.275,18.15,45253.5,2673.0,3.52,141.732
D,2500.0,1.0,1.0,86400.0,652.0,403.0,431.0,249.0,12416.2,7656.0,48099.0,19.5079,27.225,45226.5,2673.0,7.04,145.679
F,2500.0,1.0,1.0,86400.0,653.0,268.0,308.0,385.0,11208.2,5091.0,48096.1,11.55,9.075,45261.2,2673.0,1.76,139.564
G,2500.0,1.0,1.0,86400.0,652.0,311.0,351.0,341.0,9505.02,5908.0,48108.4,9.9,18.15,45256.2,2673.0,3.52,147.653
H,2500.0,1.0,1.0,86400.0,651.0,317.0,356.0,334.0,11082.9,6022.0,48101.5,11.275,18.15,45253.5,2673.0,3.52,142.073
N,2500.0,1.0,1.0,86400.0,648.0,269.0,306.0,379.0,11941.1,5110.0,48097.6,11.55,9.075,45261.2,2673.0,1.76,141.1
O,2500.0,1.0,1.0,86400.0,647.0,286.0,331.0,361.0,2925.31,5433.0,48100.7,9.9,18.15,45256.2,2673.0,3.52,139.895
A,1000.0,3.0,1.0,86400.0,653.0,125.0,190.0,528.0,1463.51,2374.0,48087.2,11.55,9.075,45261.2,2673.0,1.76,130.674
B,1000.0,3.0,1.0,86400.0,651.0,175.0,234.0,476.0,2871.2,3324.0,48094.2,9.9,18.15,45256.2,2673.0,3.52,133.457
C,1000.0,3.0,1.0,86400.0,653.0,208.0,261.0,445.0,3523.02,3951.0,48081.8,33.2424,36.3,45190.8,2673.0,8.8,139.644
D,1000.0,3.0,1.0,86400.0,653.0,341.0,377.0,312.0,11218.6,6478.0,48085.0,32.0941,36.3,45193.1,2673.0,8.8,141.695
A,7000.0,1.0,0.0,86400.0,656.0,224.0,274.0,432.0,10388.6,4255.0,48080.7,35.5533,27.225,45194.4,2673.0,7.04,143.438
B,7000.0,1.0,0.0,86400.0,655.0,223.0,274.0,432.0,8484.54,4236.0,48104.0,9.9,18.15,45256.2,2673.0,3.52,143.186
C,7000.0,1.0,0.0,86400.0,656.0,280.0,322.0,376.0,14993.2,5319.0,48085.4,32.1242,36.3,45193.1,2673.0,8.8,142.166
D,7000.0,1.0,0.0,86400.0,654.0,284.0,327.0,370.0,10569.7,5395.0,48084.8,32.118,36.3,45193.1,2673.0,8.8,141.568
E,7000.0,1.0,0.0,86400.0,652.0,440.0,460.0,212.0,19594.8,8359.0,48097.8,24.3251,27.225,45216.9,2673.0,7.04,149.319
G,7000.0,1.0,0.0,86400.0,653.0,353.0,387.0,300.0,12810.6,6706.0,48090.5,27.0781,27.225,45211.4,2673.0,7.04,144.805
S,7000.0,1.0,0.0,86400.0,651.0,355.0,386.0,296.0,13168.4,6744.0,48099.0,11.55,9.075,45261.2,2673.0,1.76,142.458
K,7000.0,1.0,0.0,86400.0,650.0,398.0,428.0,252.0,11963.7,7561.0,48108.2,9.9,18.15,45256.2,2673.0,3.52,147.394
M,7000.0,1.0,0.0,86400.0,654.0,313.0,351.0,341.0,11954.6,5946.0,48093.6,22.0271,18.15,45229.7,2673.0,5.28,145.356
N,7000.0,1.0,0.0,86400.0,651.0,512.0,525.0,139.0,26762.9,9727.0,48115.7,9.9,18.15,45256.2,2673.0,3.52,154.933
O,7000.0,1.0,0.0,86400.0,653.0,476.0,494.0,177.0,21895.2,9043.0,48111.8,11.275,18.15,45253.5,2673.0,3.52,152.387
A,3000.0,3.0,1.0,86400.0,653.0,125.0,190.0,528.0,1463.51,2374.0,48087.2,11.55,9.075,45261.2,2673.0,1.76,130.674
B,3000.0,3.0,1.0,86400.0,651.0,175.0,234.0,476.0,2871.2,3324.0,48094.2,9.9,18.15,45256.2,2673.0,3.52,133.457
C,3000.0,3.0,1.0,86400.0,653.0,208.0,261.0,445.0,3523.02,3951.0,48081.8,33.2424,36.3,45190.8,2673.0,8.8,139.644
D,3000.0,3.0,1.0,86400.0,653.0,341.0,377.0,312.0,11218.6,6478.0,48085.0,32.0941,36.3,45193.1,2673.0,8.8,141.695
A,2500.0,2.0,0.0,86400.0,649.0,272.0,313.0,377.0,10025.8,5167.0,48099.3,11.55,9.075,45261.2,2673.0,1.76,142.756
B,2500.0,2.0,0.0,86400.0,650.0,235.0,284.0,415.0,9267.87,4464.0,48100.6,9.9,18.15,45256.2,2673.0,3.52,139.788
C,2500.0,2.0,0.0,86400.0,652.0,279.0,322.0,373.0,11341.0,5300.0,48099.0,11.275,18.15,45253.5,2673.0,3.52,139.62
D,2500.0,2.0,0.0,86400.0,656.0,227.0,278.0,429.0,8782.81,4312.0,48094.1,13.75,18.15,45246.3,2673.0,5.28,137.619
F,2500.0,2.0,0.0,86400.0,652.0,136.0,192.0,516.0,12436.9,2583.0,48094.2,11.55,9.075,45261.2,2673.0,1.76,137.664
G,2500.0,2.0,0.0,86400.0,649.0,313.0,349.0,336.0,18026.6,5946.0,48104.8,9.9,18.15,45256.2,2673.0,3.52,144.027
H,2500.0,2.0,0.0,86400.0,656.0,278.0,323.0,378.0,11763.2,5281.0,48091.6,33.0444,36.3,45191.2,2673.0,8.8,149.244
A,9000.0,0.0,1.0,86400.0,660.0,270.0,315.0,390.0,20009.4,5129.0,48091.8,22.6309,18.15,45228.5,2673.0,5.28,144.23
B,9000.0,0.0,1.0,86400.0,653.0,165.0,220.0,488.0,7741.67,3134.0,48099.7,9.9,18.15,45256.2,2673.0,3.52,138.976
C,9000.0,0.0,1.0,86400.0,649.0,219.0,271.0,430.0,2587.25,4160.0,48097.1,11.275,18.15,45253.5,2673.0,3.52,137.681
D,9000.0,0.0,1.0,86400.0,649.0,214.0,266.0,435.0,4934.34,4065.0,48099.0,12.65,18.15,45250.7,2673.0,3.52,141.016
E,9000.0,0.0,1.0,86400.0,650.0,493.0,508.0,157.0,16257.7,9366.0,48096.7,26.675,27.225,45212.2,2673.0,7.04,150.546
G,9000.0,0.0,1.0,86400.0,654.0,444.0,464.0,210.0,22079.5,8435.0,48095.7,28.05,27.225,45209.5,2673.0,7.04,150.911
R,9000.0,0.0,1.0,86400.0,645.0,529.0,541.0,116.0,7137.11,10050.0,48092.0,35.3728,27.225,45194.8,2673.0,7.04,154.561
S,9000.0,0.0,1.0,86400.0,651.0,307.0,346.0,344.0,13174.4,5832.0,48108.0,11.55,9.075,45261.2,2673.0,1.76,151.451
K,9000.0,0.0,1.0,86400.0,650.0,503.0,516.0,147.0,18696.3,9556.0,48095.4,32.398,36.3,45192.5,2673.0,8.8,152.361
L,9000.0,0.0,1.0,86400.0,649.0,506.0,522.0,143.0,13369.9,9613.0,48106.9,23.925,27.225,45217.7,2673.0,7.04,158.009
P,9000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
A,6500.0,3.0,0.0,86400.0,660.0,69.0,139.0,591.0,6504.4,1310.0,48087.1,22.6486,18.15,45228.5,2673.0,5.28,139.566
B,6500.0,3.0,0.0,86400.0,655.0,81.0,147.0,574.0,6623.51,1538.0,48091.4,9.9,18.15,45256.2,2673.0,3.52,130.592
C,6500.0,3.0,0.0,86400.0,656.0,105.0,171.0,551.0,8843.12,1994.0,48091.1,11.275,18.15,45253.5,2673.0,3.52,131.733
D,6500.0,3.0,0.0,86400.0,655.0,105.0,168.0,550.0,8324.83,1994.0,48090.0,12.65,18.15,45250.7,2673.0,3.52,131.985
E,6500.0,3.0,0.0,86400.0,658.0,375.0,405.0,283.0,24496.2,7124.0,48094.6,24.5763,27.225,45216.4,2673.0,7.04,146.368
G,6500.0,3.0,0.0,86400.0,658.0,287.0,327.0,371.0,19512.1,5452.0,48084.4,32.1459,36.3,45193.0,2673.0,8.8,141.129
A,6500.0,2.0,0.0,86400.0,654.0,158.0,215.0,496.0,7232.98,3001.0,48100.3,11.55,9.075,45261.2,2673.0,1.76,143.763
B,6500.0,2.0,0.0,86400.0,653.0,116.0,180.0,537.0,6385.21,2203.0,48099.6,9.9,18.15,45256.2,2673.0,3.52,138.828
C,6500.0,2.0,0.0,86400.0,658.0,198.0,250.0,460.0,17034.1,3761.0,48097.3,11.275,18.15,45253.5,2673.0,3.52,137.88
D,6500.0,2.0,0.0,86400.0,656.0,233.0,281.0,423.0,12351.5,4426.0,48081.9,32.2502,36.3,45192.8,2673.0,8.8,138.775
E,6500.0,2.0,0.0,86400.0,648.0,346.0,379.0,302.0,16842.1,6573.0,48100.7,14.025,18.15,45248.0,2673.0,3.52,144.053
G,6500.0,2.0,0.0,86400.0,657.0,207.0,260.0,450.0,9439.23,3932.0,48091.4,16.5,18.15,45240.8,2673.0,5.28,137.692
M,6500.0,2.0,0.0,86400.0,650.0,301.0,341.0,349.0,14339.5,5718.0,48099.0,11.55,9.075,45261.2,2673.0,1.76,142.429
N,6500.0,2.0,0.0,86400.0,655.0,503.0,517.0,152.0,26542.3,9556.0,48117.4,8.378,27.225,45248.8,2673.0,7.04,152.937
O,6500.0,2.0,0.0,86400.0,654.0,305.0,345.0,349.0,13731.6,5794.0,48105.9,11.275,18.15,45253.5,2673.0,3.52,146.491
A,3000.0,1.0,1.0,86400.0,652.0,316.0,353.0,336.0,10303.9,6003.0,48084.6,35.5703,27.225,45194.4,2673.0,7.04,147.38
B,3000.0,1.0,1.0,86400.0,653.0,263.0,310.0,390.0,6041.63,4996.0,48081.2,32.4237,36.3,45192.5,2673.0,8.8,138.258
C,3000.0,1.0,1.0,86400.0,645.0,325.0,363.0,320.0,8077.83,6174.0,48101.1,11.275,18.15,45253.5,2673.0,3.52,141.732
D,3000.0,1.0,1.0,86400.0,652.0,403.0,431.0,249.0,12416.2,7656.0,48099.0,19.5079,27.225,45226.5,2673.0,7.04,145.679
F,3000.0,1.0,1.0,86400.0,653.0,268.0,308.0,385.0,11208.2,5091.0,48096.1,11.55,9.075,45261.2,2673.0,1.76,139.564
G,3000.0,1.0,1.0,86400.0,652.0,311.0,351.0,341.0,9505.02,5908.0,48108.4,9.9,18.15,45256.2,2673.0,3.52,147.653
H,3000.0,1.0,1.0,86400.0,651.0,317.0,356.0,334.0,11082.9,6022.0,48101.5,11.275,18.15,45253.5,2673.0,3.52,142.073
N,3000.0,1.0,1.0,86400.0,648.0,269.0,306.0,379.0,11941.1,5110.0,48097.6,11.55,9.075,45261.2,2673.0,1.76,141.1
O,3000.0,1.0,1.0,86400.0,647.0,286.0,331.0,361.0,2925.31,5433.0,48100.7,9.9,18.15,45256.2,2673.0,3.52,139.895
A,10000.0,1.0,1.0,86400.0,655.0,121.0,182.0,534.0,6757.98,2298.0,48093.4,11.55,9.075,45261.2,2673.0,1.76,136.823
B,10000.0,1.0,1.0,86400.0,657.0,177.0,235.0,480.0,8502.27,3362.0,48101.6,9.9,18.15,45256.2,2673.0,3.52,140.833
C,10000.0,1.0,1.0,86400.0,656.0,197.0,246.0,459.0,13645.0,3742.0,48084.0,32.3598,36.3,45192.6,2673.0,8.8,140.924
D,10000.0,1.0,1.0,86400.0,655.0,186.0,240.0,469.0,9599.01,3533.0,48093.4,12.65,18.15,45250.7,2673.0,3.52,135.406
E,10000.0,1.0,1.0,86400.0,654.0,299.0,338.0,355.0,12946.1,5680.0,48091.4,32.0923,36.3,45193.1,2673.0,8.8,148.105
F,10000.0,1.0,1.0,86400.0,649.0,253.0,296.0,396.0,13510.3,4806.0,48100.2,15.4,18.15,45245.2,2673.0,3.52,144.966
G,10000.0,1.0,1.0,86400.0,656.0,342.0,376.0,314.0,21729.4,6497.0,48107.4,16.775,18.15,45242.5,2673.0,3.52,153.506
H,10000.0,1.0,1.0,86400.0,657.0,322.0,356.0,335.0,21356.3,6117.0,48103.2,20.5428,27.225,45224.5,2673.0,7.04,150.934
S,10000.0,1.0,1.0,86400.0,657.0,235.0,277.0,422.0,20075.7,4464.0,48102.7,11.55,9.075,45261.2,2673.0,1.76,146.121
K,10000.0,1.0,1.0,86400.0,653.0,374.0,405.0,279.0,16363.0,7105.0,48111.7,9.9,18.15,45256.2,2673.0,3.52,150.889
L,10000.0,1.0,1.0,86400.0,657.0,387.0,413.0,270.0,25471.2,7352.0,48110.3,17.3135,18.15,45239.2,2673.0,5.28,157.359
M,10000.0,1.0,1.0,86400.0,653.0,456.0,474.0,197.0,28892.7,8663.0,48117.1,9.9,18.15,45256.2,2673.0,3.52,156.357
N,10000.0,1.0,1.0,86400.0,658.0,375.0,401.0,283.0,29475.9,7124.0,48107.7,12.111,27.225,45241.3,2673.0,7.04,147.033
O,10000.0,1.0,1.0,86400.0,657.0,267.0,308.0,390.0,19489.7,5072.0,48095.8,32.178,36.3,45192.9,2673.0,8.8,152.594
A,6500.0,1.0,1.0,86400.0,657.0,244.0,291.0,413.0,15118.5,4635.0,48079.3,35.5685,27.225,45194.4,2673.0,7.04,142.072
B,6500.0,1.0,1.0,86400.0,655.0,299.0,340.0,356.0,13881.8,5680.0,48084.8,32.5686,36.3,45192.2,2673.0,8.8,141.983
C,6500.0,1.0,1.0,86400.0,655.0,307.0,346.0,348.0,14582.6,5832.0,48085.6,32.4827,36.3,45192.3,2673.0,8.8,142.664
D,6500.0,1.0,1.0,86400.0,652.0,288.0,330.0,364.0,7498.85,5471.0,48083.7,32.3808,36.3,45192.5,2673.0,8.8,140.7
E,6500.0,1.0,1.0,86400.0,648.0,561.0,568.0,87.0,16799.0,10658.0,48099.3,32.2975,36.3,45192.7,2673.0,8.8,156.184
F,6500.0,1.0,1.0,86400.0,651.0,286.0,324.0,365.0,11912.9,5433.0,48100.2,11.55,9.075,45261.2,2673.0,1.76,143.624
