sensor_key,distance_threshold,outlier_threshold,remove_intersections,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J)
F,4500.0,2.0,1.0,86400.0,656.0,177.0,226.0,479.0,14711.8,3362.0,48075.6,35.3721,27.225,45194.8,2673.0,7.04,138.196
G,4500.0,2.0,1.0,86400.0,656.0,183.0,236.0,473.0,10777.2,3476.0,48081.9,32.1682,36.3,45193.0,2673.0,8.8,138.674
H,4500.0,2.0,1.0,86400.0,650.0,279.0,322.0,371.0,8693.53,5300.0,48100.9,11.275,18.15,45253.5,2673.0,3.52,141.46
M,4500.0,2.0,1.0,86400.0,650.0,253.0,299.0,397.0,6941.91,4806.0,48103.3,11.55,9.075,45261.2,2673.0,1.76,146.769
N,4500.0,2.0,1.0,86400.0,655.0,456.0,477.0,199.0,22668.5,8663.0,48103.9,20.9273,27.225,45223.7,2673.0,7.04,151.983
O,4500.0,2.0,1.0,86400.0,655.0,321.0,359.0,334.0,14055.8,6098.0,48091.5,32.3501,36.3,45192.6,2673.0,8.8,148.493
A,10000.0,2.0,0.0,86400.0,655.0,150.0,210.0,505.0,8586.63,2849.0,48095.5,11.55,9.075,45261.2,2673.0,1.76,138.956
B,10000.0,2.0,0.0,86400.0,656.0,119.0,183.0,537.0,3826.06,2260.0,48077.0,32.3545,36.3,45192.6,2673.0,8.8,133.919
C,10000.0,2.0,0.0,86400.0,657.0,148.0,208.0,509.0,7621.68,2811.0,48082.8,32.0898,36.3,45193.1,2673.0,8.8,139.46
D,10000.0,2.0,0.0,86400.0,658.0,175.0,231.0,483.0,11928.6,3324.0,48081.1,32.3612,36.3,45192.6,2673.0,8.8,138.088
E,10000.0,2.0,0.0,86400.0,657.0,414.0,436.0,243.0,28929.2,7865.0,48095.8,32.2177,36.3,45192.9,2673.0,8.8,152.643
F,10000.0,2.0,0.0,86400.0,659.0,160.0,215.0,499.0,13851.9,3039.0,48101.2,14.7278,27.225,45236.1,2673.0,7.04,143.13
G,10000.0,2.0,0.0,86400.0,653.0,314.0,352.0,339.0,15525.4,5965.0,48100.5,16.775,18.15,45242.5,2673.0,3.52,146.607
H,10000.0,2.0,0.0,86400.0,656.0,278.0,321.0,378.0,13783.4,5281.0,48099.9,19.6378,27.225,45226.3,2673.0,7.04,146.746
L,10000.0,2.0,0.0,86400.0,655.0,141.0,198.0,514.0,10417.1,2678.0,48100.4,11.55,9.075,45261.2,2673.0,1.76,143.863
M,10000.0,2.0,0.0,86400.0,657.0,378.0,405.0,279.0,24650.3,7181.0,48106.8,11.0,18.15,45251.8,2673.0,5.28,147.57
N,10000.0,2.0,0.0,86400.0,656.0,273.0,316.0,383.0,19483.3,5186.0,48102.3,11.275,18.15,45253.5,2673.0,3.52,142.859
O,10000.0,2.0,0.0,86400.0,649.0,371.0,401.0,278.0,19532.8,7048.0,48105.8,12.65,18.15,45250.7,2673.0,3.52,147.794
A,9500.0,0.0,0.0,86400.0,656.0,194.0,247.0,462.0,13475.0,3685.0,48102.2,11.55,9.075,45261.2,2673.0,1.76,145.676
B,9500.0,0.0,0.0,86400.0,654.0,295.0,336.0,359.0,17594.9,5604.0,48102.0,9.9,18.15,45256.2,2673.0,3.52,141.234
C,9500.0,0.0,0.0,86400.0,653.0,165.0,220.0,488.0,11458.7,3134.0,48096.7,11.275,18.15,45253.5,2673.0,3.52,137.271
D,9500.0,0.0,0.0,86400.0,652.0,216.0,268.0,436.0,9440.25,4103.0,48098.0,12.65,18.15,45250.7,2673.0,3.52,139.94
E,9500.0,0.0,0.0,86400.0,650.0,473.0,492.0,177.0,14784.1,8986.0,48095.5,32.2596,36.3,45192.8,2673.0,8.8,152.367
F,9500.0,0.0,0.0,86400.0,656.0,322.0,357.0,334.0,22646.5,6117.0,48106.2,11.55,9.075,45261.2,2673.0,1.76,149.653
G,9500.0,0.0,0.0,86400.0,654.0,402.0,426.0,252.0,22575.8,7637.0,48106.6,15.4,18.15,45245.2,2673.0,3.52,151.292
H,9500.0,0.0,0.0,86400.0,653.0,295.0,330.0,358.0,18614.9,5604.0,48113.1,9.9,18.15,45256.2,2673.0,3.52,152.294
R,9500.0,0.0,0.0,86400.0,652.0,519.0,531.0,133.0,28642.1,9860.0,48114.4,11.275,18.15,45253.5,2673.0,3.52,155.018
S,9500.0,0.0,0.0,86400.0,651.0,411.0,435.0,240.0,18964.2,7808.0,48105.8,11.55,9.075,45261.2,2673.0,1.76,149.304
K,9500.0,0.0,0.0,86400.0,650.0,456.0,475.0,194.0,21671.5,8663.0,48112.0,9.9,18.15,45256.2,2673.0,3.52,151.262
L,9500.0,0.0,0.0,86400.0,655.0,275.0,314.0,380.0,21030.9,5224.0,48114.3,11.55,9.075,45261.2,2673.0,1.76,157.728
M,9500.0,0.0,0.0,86400.0,653.0,539.0,549.0,114.0,24036.9,10240.0,48112.9,14.7975,27.225,45236.0,2673.0,7.04,154.929
N,9500.0,0.0,0.0,86400.0,656.0,371.0,400.0,285.0,21970.6,7048.0,48090.2,32.1174,36.3,45193.1,2673.0,8.8,146.878
O,9500.0,0.0,0.0,86400.0,654.0,315.0,354.0,339.0,9691.85,5984.0,48108.6,12.9455,18.15,45247.9,2673.0,5.28,151.269
P,9500.0,0.0,0.0,86400.0,648.0,551.0,560.0,97.0,15632.4,10468.0,48093.7,35.5116,27.225,45194.5,2673.0,7.04,156.369
A,2000.0,0.0,1.0,86400.0,655.0,301.0,342.0,354.0,21338.0,5718.0,48101.8,11.55,9.075,45261.2,2673.0,1.76,145.247
B,2000.0,0.0,1.0,86400.0,651.0,283.0,324.0,368.0,13650.0,5376.0,48104.3,9.9,18.15,45256.2,2673.0,3.52,143.484
C,2000.0,0.0,1.0,86400.0,650.0,305.0,346.0,345.0,6730.7,5794.0,48100.7,11.275,18.15,45253.5,2673.0,3.52,141.261
D,2000.0,0.0,1.0,86400.0,652.0,294.0,338.0,358.0,5105.45,5585.0,48087.9,32.34,36.3,45192.6,2673.0,8.8,144.871
E,2000.0,0.0,1.0,86400.0,659.0,430.0,451.0,229.0,33869.1,8169.0,48092.7,35.5389,27.225,45194.5,2673.0,7.04,155.374
F,2000.0,0.0,1.0,86400.0,646.0,608.0,610.0,38.0,15942.1,11551.0,48100.5,35.4284,27.225,45194.7,2673.0,7.04,163.071
G,2000.0,0.0,1.0,86400.0,653.0,562.0,570.0,91.0,26059.8,10677.0,48100.1,32.411,36.3,45192.5,2673.0,8.8,157.096
H,2000.0,0.0,1.0,86400.0,643.0,638.0,638.0,5.0,8401.88,12121.0,48114.1,12.65,9.075,45256.8,2673.0,3.52,159.153
R,2000.0,0.0,1.0,86400.0,640.0,639.0,639.0,1.0,2199.13,12140.0,48110.5,12.65,9.075,45256.8,2673.0,3.52,155.523
S,2000.0,0.0,1.0,86400.0,640.0,639.0,639.0,1.0,2178.13,12140.0,48109.4,12.65,9.075,45256.8,2673.0,3.52,154.357
K,2000.0,0.0,1.0,86400.0,640.0,639.0,639.0,1.0,2178.13,12140.0,48109.4,12.65,9.075,45256.8,2673.0,3.52,154.357
L,2000.0,0.0,1.0,86400.0,640.0,639.0,639.0,1.0,2178.13,12140.0,48109.4,12.65,9.075,45256.8,2673.0,3.52,154.357
M,2000.0,0.0,1.0,86400.0,643.0,617.0,619.0,26.0,7380.9,11722.0,48112.1,12.65,9.075,45256.8,2673.0,3.52,157.086
N,2000.0,0.0,1.0,86400.0,658.0,489.0,503.0,169.0,35552.5,9290.0,48091.1,35.1514,27.225,45195.2,2673.0,7.04,153.453
O,2000.0,0.0,1.0,86400.0,652.0,477.0,496.0,175.0,17110.7,9062.0,48111.6,11.0,18.15,45251.8,2673.0,5.28,152.395
P,2000.0,0.0,1.0,86400.0,640.0,639.0,639.0,1.0,2199.13,12140.0,48110.5,12.65,9.075,45256.8,2673.0,3.52,155.523
A,3500.0,0.0,0.0,86400.0,650.0,355.0,390.0,295.0,14151.8,6744.0,48102.0,11.55,9.075,45261.2,2673.0,1.76,145.432
B,3500.0,0.0,0.0,86400.0,648.0,356.0,391.0,292.0,11497.4,6763.0,48107.3,9.9,18.15,45256.2,2673.0,3.52,146.566
C,3500.0,0.0,0.0,86400.0,648.0,271.0,315.0,377.0,7865.72,5148.0,48098.5,11.275,18.15,45253.5,2673.0,3.52,139.14
D,3500.0,0.0,0.0,86400.0,653.0,372.0,404.0,281.0,12585.5,7067.0,48104.8,13.75,18.15,45246.3,2673.0,5.28,148.354
E,3500.0,0.0,0.0,86400.0,647.0,560.0,567.0,87.0,12998.0,10639.0,48110.9,11.8249,9.075,45258.4,2673.0,3.52,155.071
F,3500.0,0.0,0.0,86400.0,658.0,384.0,414.0,274.0,29084.0,7295.0,48106.6,11.55,9.075,45261.2,2673.0,1.76,150.072
G,3500.0,0.0,0.0,86400.0,653.0,478.0,496.0,175.0,19685.2,9081.0,48114.3,11.0,18.15,45251.8,2673.0,5.28,155.062
H,3500.0,0.0,0.0,86400.0,643.0,619.0,621.0,24.0,8929.45,11760.0,48094.7,35.6084,27.225,45194.3,2673.0,7.04,157.521
R,3500.0,0.0,0.0,86400.0,641.0,635.0,635.0,6.0,6159.91,12064.0,48092.8,35.5067,27.225,45194.5,2673.0,7.04,155.489
S,3500.0,0.0,0.0,86400.0,641.0,639.0,639.0,2.0,5948.09,12140.0,48101.5,35.2317,27.225,45195.1,2673.0,7.04,163.872
K,3500.0,0.0,0.0,86400.0,654.0,476.0,492.0,178.0,24405.5,9043.0,48112.6,10.4517,18.15,45252.9,2673.0,5.28,152.867
L,3500.0,0.0,0.0,86400.0,655.0,384.0,415.0,271.0,16821.0,7295.0,48114.3,8.6082,27.225,45248.3,2673.0,7.04,150.095
M,3500.0,0.0,0.0,86400.0,654.0,421.0,445.0,233.0,29056.8,7998.0,48111.0,11.55,9.075,45261.2,2673.0,1.76,154.471
N,3500.0,0.0,0.0,86400.0,652.0,426.0,452.0,226.0,13190.3,8093.0,48114.8,12.65,9.075,45256.8,2673.0,3.52,159.852
O,3500.0,0.0,0.0,86400.0,645.0,571.0,576.0,74.0,24623.2,10848.0,48116.9,9.9,18.15,45256.2,2673.0,3.52,156.13
P,3500.0,0.0,0.0,86400.0,641.0,639.0,639.0,2.0,5858.46,12140.0,48096.5,35.2317,27.225,45195.1,2673.0,7.04,158.902
A,1000.0,0.0,1.0,86400.0,661.0,324.0,363.0,337.0,24733.2,6155.0,48097.4,12.65,9.075,45256.8,2673.0,3.52,142.389
B,1000.0,0.0,1.0,86400.0,653.0,341.0,376.0,312.0,11225.9,6478.0,48104.1,11.0,18.15,45251.8,2673.0,5.28,144.829
C,1000.0,0.0,1.0,86400.0,650.0,329.0,368.0,321.0,2442.31,6250.0,48107.0,9.84749,27.225,45245.9,2673.0,7.04,144.061
D,1000.0,0.0,1.0,86400.0,649.0,329.0,369.0,320.0,1237.17,6250.0,48085.5,32.3402,36.3,45192.6,2673.0,8.8,142.477
E,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1857.63,12140.0,48094.9,35.263,27.225,45195.0,2673.0,7.04,157.39
F,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
G,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
H,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
R,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
S,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
K,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
L,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
M,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
N,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
O,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
P,1000.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
A,2500.0,0.0,1.0,86400.0,655.0,299.0,340.0,356.0,14567.7,5680.0,48100.0,11.55,9.075,45261.2,2673.0,1.76,143.43
B,2500.0,0.0,1.0,86400.0,650.0,255.0,299.0,395.0,15132.5,4844.0,48107.7,9.9,18.15,45256.2,2673.0,3.52,146.947
C,2500.0,0.0,1.0,86400.0,655.0,351.0,385.0,304.0,19393.4,6668.0,48113.2,11.275,18.15,45253.5,2673.0,3.52,153.763
D,2500.0,0.0,1.0,86400.0,655.0,476.0,492.0,179.0,26033.2,9043.0,48100.1,24.6919,27.225,45216.2,2673.0,7.04,151.955
E,2500.0,0.0,1.0,86400.0,647.0,590.0,593.0,57.0,26034.1,11209.0,48112.8,11.55,9.075,45261.2,2673.0,1.76,156.244
F,2500.0,0.0,1.0,86400.0,653.0,402.0,427.0,251.0,28173.4,7637.0,48104.7,11.55,9.075,45261.2,2673.0,1.76,148.161
G,2500.0,0.0,1.0,86400.0,653.0,490.0,505.0,163.0,22757.5,9309.0,48110.6,17.3191,27.225,45230.9,2673.0,7.04,155.064
H,2500.0,0.0,1.0,86400.0,651.0,514.0,526.0,137.0,20036.0,9765.0,48095.5,32.5271,36.3,45192.2,2673.0,8.8,152.612
R,2500.0,0.0,1.0,86400.0,650.0,537.0,547.0,113.0,19706.6,10202.0,48092.1,35.4987,27.225,45194.6,2673.0,7.04,154.788
S,2500.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1902.63,12140.0,48097.2,35.538,27.225,45194.5,2673.0,7.04,159.889
K,2500.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1823.63,12140.0,48092.8,35.538,27.225,45194.5,2673.0,7.04,155.502
L,2500.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1799.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.17
M,2500.0,0.0,1.0,86400.0,640.0,639.0,639.0,1.0,3754.84,12140.0,48107.6,25.0902,27.225,45215.4,2673.0,7.04,159.852
N,2500.0,0.0,1.0,86400.0,655.0,389.0,415.0,266.0,23605.4,7390.0,48095.7,24.0692,27.225,45217.4,2673.0,7.04,146.913
O,2500.0,0.0,1.0,86400.0,654.0,379.0,411.0,275.0,14721.4,7200.0,48109.5,11.2007,27.225,45243.1,2673.0,7.04,147.892
P,2500.0,0.0,1.0,86400.0,639.0,639.0,639.0,0.0,1804.63,12140.0,48092.0,35.263,27.225,45195.0,2673.0,7.04,154.447
A,5000.0,1.0,1.0,86400.0,651.0,193.0,244.0,458.0,9750.62,3666.0,48103.5,11.55,9.075,45261.2,2673.0,1.76,146.922
B,5000.0,1.0,1.0,86400.0,657.0,357.0,388.0,300.0,22713.2,6782.0,48108.2,12.1054,27.225,45241.3,2673.0,7.04,147.511
C,5000.0,1.0,1.0,86400.0,653.0,346.0,380.0,307.0,13065.0,6573.0,48101.3,17.7667,27.225,45230.0,2673.0,7.04,146.259
D,5000.0,1.0,1.0,86400.0,653.0,310.0,350.0,343.0,10357.5,5889.0,48083.8,32.2269,36.3,45192.8,2673.0,8.8,140.619
E,5000.0,1.0,1.0,86400.0,653.0,405.0,430.0,248.0,19014.7,7694.0,48106.6,14.025,18.15,45248.0,2673.0,3.52,149.941
F,5000.0,1.0,1.0,86400.0,655.0,201.0,250.0,454.0,11288.5,3818.0,48075.1,35.1675,27.225,45195.2,2673.0,7.04,137.494
G,5000.0,1.0,1.0,86400.0,649.0,313.0,351.0,336.0,13810.0,5946.0,48110.1,9.9,18.15,45256.2,2673.0,3.52,149.365
H,5000.0,1.0,1.0,86400.0,652.0,376.0,409.0,276.0,11850.3,7143.0,48106.1,11.275,18.15,45253.5,2673.0,3.52,146.737
S,5000.0,1.0,1.0,86400.0,653.0,431.0,453.0,222.0,21532.6,8188.0,48107.1,11.55,9.075,45261.2,2673.0,1.76,150.594
K,5000.0,1.0,1.0,86400.0,653.0,434.0,456.0,219.0,21092.0,8245.0,48095.4,32.1811,36.3,45192.9,2673.0,8.8,152.21
M,5000.0,1.0,1.0,86400.0,648.0,252.0,295.0,396.0,12333.5,4787.0,48105.5,11.55,9.075,45261.2,2673.0,1.76,149.008
N,5000.0,1.0,1.0,86400.0,656.0,470.0,487.0,186.0,27699.4,8929.0,48106.6,19.6807,27.225,45226.2,2673.0,7.04,153.508
O,5000.0,1.0,1.0,86400.0,656.0,468.0,485.0,188.0,28132.8,8891.0,48096.2,32.291,36.3,45192.7,2673.0,8.8,153.116
A,8000.0,1.0,0.0,86400.0,658.0,105.0,167.0,553.0,9167.99,1994.0,48072.3,35.3222,27.225,45194.9,2673.0,7.04,134.781
B,8000.0,1.0,0.0,86400.0,657.0,256.0,302.0,401.0,16275.0,4863.0,48101.0,9.9,18.15,45256.2,2673.0,3.52,140.254
C,8000.0,1.0,0.0,86400.0,653.0,169.0,228.0,484.0,2226.12,3210.0,48097.6,11.275,18.15,45253.5,2673.0,3.52,138.181
D,8000.0,1.0,0.0,86400.0,653.0,262.0,307.0,391.0,12707.6,4977.0,48100.6,12.65,18.15,45250.7,2673.0,3.52,142.596
E,8000.0,1.0,0.0,86400.0,650.0,621.0,622.0,29.0,24158.0,11798.0,48099.6,32.2652,36.3,45192.8,2673.0,8.8,156.439
F,8000.0,1.0,0.0,86400.0,653.0,255.0,301.0,398.0,9917.69,4844.0,48097.3,15.4,18.15,45245.2,2673.0,3.52,142.024
G,8000.0,1.0,0.0,86400.0,655.0,412.0,436.0,243.0,21713.4,7827.0,48096.7,23.3873,27.225,45218.8,2673.0,7.04,147.227
S,8000.0,1.0,0.0,86400.0,658.0,240.0,287.0,418.0,15432.0,4559.0,48104.5,15.3712,18.15,45243.1,2673.0,5.28,149.684
K,8000.0,1.0,0.0,86400.0,653.0,356.0,388.0,297.0,17297.7,6763.0,48111.4,9.9,18.15,45256.2,2673.0,3.52,150.671
L,8000.0,1.0,0.0,86400.0,652.0,557.0,563.0,95.0,29733.1,10582.0,48117.1,11.275,18.15,45253.5,2673.0,3.52,157.723
M,8000.0,1.0,0.0,86400.0,654.0,333.0,366.0,321.0,15330.6,6326.0,48102.8,12.7475,18.15,45248.3,2673.0,5.28,145.283
N,8000.0,1.0,0.0,86400.0,654.0,301.0,342.0,353.0,11727.5,5718.0,48089.5,32.3212,36.3,45192.7,2673.0,8.8,146.432
A,6500.0,1.0,0.0,86400.0,658.0,281.0,323.0,377.0,20559.6,5338.0,48078.1,35.2044,27.225,45195.1,2673.0,7.04,140.511
B,6500.0,1.0,0.0,86400.0,656.0,292.0,332.0,364.0,18409.4,5547.0,48102.6,9.9,18.15,45256.2,2673.0,3.52,141.822
C,6500.0,1.0,0.0,86400.0,654.0,355.0,389.0,299.0,14227.8,6744.0,48097.2,23.2365,36.3,45210.8,2673.0,8.8,145.046
D,6500.0,1.0,0.0,86400.0,652.0,300.0,341.0,352.0,8855.22,5699.0,48100.4,12.65,18.15,45250.7,2673.0,3.52,142.375
E,6500.0,1.0,0.0,86400.0,650.0,510.0,523.0,140.0,17769.9,9689.0,48098.1,32.2301,36.3,45192.8,2673.0,8.8,154.886
F,6500.0,1.0,0.0,86400.0,654.0,392.0,420.0,262.0,17039.3,7447.0,48094.7,20.7372,18.15,45232.3,2673.0,5.28,145.235
G,6500.0,1.0,0.0,86400.0,657.0,267.0,306.0,390.0,19113.7,5072.0,48110.0,19.5193,27.225,45226.5,2673.0,7.04,156.677
H,6500.0,1.0,0.0,86400.0,655.0,472.0,492.0,183.0,22341.5,8967.0,48102.6,20.8516,27.225,45223.8,2673.0,7.04,150.673
S,6500.0,1.0,0.0,86400.0,648.0,371.0,401.0,277.0,14311.0,7048.0,48102.0,11.55,9.075,45261.2,2673.0,1.76,145.496
K,6500.0,1.0,0.0,86400.0,648.0,362.0,396.0,286.0,13365.2,6877.0,48110.7,9.9,18.15,45256.2,2673.0,3.52,149.911
M,6500.0,1.0,0.0,86400.0,657.0,295.0,334.0,362.0,18071.4,5604.0,48103.2,12.9852,18.15,45247.8,2673.0,5.28,145.914
N,6500.0,1.0,0.0,86400.0,656.0,524.0,535.0,132.0,30397.7,9955.0,48113.6,11.6557,27.225,45242.2,2673.0,7.04,152.485
O,6500.0,1.0,0.0,86400.0,656.0,366.0,398.0,290.0,20213.4,6953.0,48091.8,32.2183,36.3,45192.9,2673.0,8.8,148.57
A,7000.0,0.0,1.0,86400.0,653.0,333.0,370.0,320.0,11605.8,6326.0,48081.4,35.6634,27.225,45194.2,2673.0,7.04,144.274
B,7000.0,0.0,1.0,86400.0,649.0,392.0,423.0,257.0,13324.3,7447.0,48110.0,9.9,18.15,45256.2,2673.0,3.52,149.218
C,7000.0,0.0,1.0,86400.0,650.0,303.0,342.0,347.0,5573.51,5756.0,48083.7,32.4905,36.3,45192.3,2673.0,8.8,140.757
D,7000.0,0.0,1.0,86400.0,646.0,303.0,345.0,343.0,1818.92,5756.0,48099.0,12.65,18.15,45250.7,2673.0,3.52,140.931
S,7000.0,0.0,1.0,86400.0,640.0,639.0,639.0,1.0,3785.01,12140.0,48091.7,35.5175,27.225,45194.5,2673.0,7.04,154.356
L,7000.0,0.0,1.0,86400.0,642.0,581.0,587.0,61.0,5376.25,11038.0,48093.1,35.216,27.225,45195.1,2673.0,7.04,155.498
M,7000.0,0.0,1.0,86400.0,653.0,430.0,454.0,223.0,18570.0,8169.0,48092.2,35.2424,27.225,45195.1,2673.0,7.04,154.583
N,7000.0,0.0,1.0,86400.0,650.0,485.0,502.0,165.0,16197.7,9214.0,48104.1,24.7026,36.3,45207.9,2673.0,8.8,153.415
O,7000.0,0.0,1.0,86400.0,652.0,353.0,389.0,299.0,8979.76,6706.0,48101.3,22.1117,36.3,45213.1,2673.0,8.8,147.979
P,7000.0,0.0,1.0,86400.0,641.0,639.0,639.0,2.0,5527.18,12140.0,48106.0,21.4374,27.225,45222.7,2673.0,7.04,154.596
A,5500.0,0.0,0.0,86400.0,658.0,228.0,278.0,430.0,13362.3,4331.0,48097.9,13.093,18.15,45247.6,2673.0,5.28,140.788
B,5500.0,0.0,0.0,86400.0,654.0,336.0,369.0,318.0,25031.1,6383.0,48108.7,9.9,18.15,45256.2,2673.0,3.52,147.955
C,5500.0,0.0,0.0,86400.0,651.0,282.0,326.0,369.0,7856.07,5357.0,48102.9,11.275,18.15,45253.5,2673.0,3.52,143.541
D,5500.0,0.0,0.0,86400.0,650.0,312.0,351.0,338.0,10611.2,5927.0,48101.6,12.65,18.15,45250.7,2673.0,3.52,143.539
E,5500.0,0.0,0.0,86400.0,659.0,307.0,346.0,352.0,21459.5,5832.0,48112.5,12.65,9.075,45256.8,2673.0,3.52,157.52
F,5500.0,0.0,0.0,86400.0,656.0,282.0,319.0,374.0,20029.1,5357.0,48079.3,35.3815,27.225,45194.8,2673.0,7.04,141.83
G,5500.0,0.0,0.0,86400.0,654.0,473.0,491.0,181.0,23228.4,8986.0,48093.5,32.3281,36.3,45192.6,2673.0,8.8,150.468
H,5500.0,0.0,0.0,86400.0,654.0,530.0,540.0,124.0,27013.2,10069.0,48112.5,11.0,18.15,45251.8,2673.0,5.28,153.315
R,5500.0,0.0,0.0,86400.0,651.0,580.0,586.0,71.0,21911.9,11019.0,48112.6,12.65,9.075,45256.8,2673.0,3.52,157.581
S,5500.0,0.0,0.0,86400.0,657.0,345.0,372.0,312.0,27906.7,6554.0,48109.0,15.3981,18.15,45243.0,2673.0,5.28,154.158
K,5500.0,0.0,0.0,86400.0,656.0,496.0,510.0,160.0,29949.4,9423.0,48104.8,22.0116,27.225,45221.5,2673.0,7.04,154.026
L,5500.0,0.0,0.0,86400.0,653.0,515.0,526.0,138.0,25769.1,9784.0,48089.5,35.1766,27.225,45195.2,2673.0,7.04,151.854
M,5500.0,0.0,0.0,86400.0,659.0,270.0,314.0,389.0,19398.0,5129.0,48094.0,35.1723,27.225,45195.2,2673.0,7.04,156.312
N,5500.0,0.0,0.0,86400.0,658.0,468.0,486.0,190.0,30174.6,8891.0,48116.5,9.90845,27.225,45245.7,2673.0,7.04,153.613
O,5500.0,0.0,0.0,86400.0,653.0,407.0,434.0,246.0,16787.3,7732.0,48096.1,32.1788,36.3,45192.9,2673.0,8.8,152.896
P,5500.0,0.0,0.0,86400.0,648.0,591.0,595.0,57.0,17353.7,11228.0,48114.1,10.6291,18.15,45252.5,2673.0,5.28,154.52
A,7500.0,2.0,1.0,86400.0,652.0,168.0,223.0,484.0,9648.58,3191.0,48098.5,11.55,9.075,45261.2,2673.0,1.76,141.969
B,7500.0,2.0,1.0,86400.0,650.0,206.0,257.0,444.0,8279.66,3913.0,48103.6,9.9,18.15,45256.2,2673.0,3.52,142.828
C,7500.0,2.0,1.0,86400.0,657.0,261.0,307.0,396.0,14871.3,4958.0,48081.9,32.2486,36.3,45192.8,2673.0,8.8,138.753
D,7500.0,2.0,1.0,86400.0,653.0,237.0,286.0,416.0,5528.47,4502.0,48079.7,32.3553,36.3,45192.6,2673.0,8.8,136.693
E,7500.0,2.0,1.0,86400.0,653.0,385.0,413.0,268.0,19053.1,7314.0,48105.3,14.025,18.15,45248.0,2673.0,3.52,148.617
G,7500.0,2.0,1.0,86400.0,648.0,303.0,344.0,345.0,7521.56,5756.0,48095.2,15.4,18.15,45245.2,2673.0,3.52,139.922
S,7500.0,2.0,1.0,86400.0,653.0,249.0,293.0,404.0,13841.1,4730.0,48103.2,11.55,9.075,45261.2,2673.0,1.76,146.668
K,7500.0,2.0,1.0,86400.0,655.0,408.0,432.0,247.0,21770.3,7751.0,48106.3,18.3935,27.225,45228.8,2673.0,7.04,151.87
L,7500.0,2.0,1.0,86400.0,656.0,359.0,391.0,297.0,17475.2,6820.0,48102.8,19.6618,27.225,45226.2,2673.0,7.04,149.605
M,7500.0,2.0,1.0,86400.0,656.0,190.0,239.0,466.0,12488.4,3609.0,48101.5,12.8017,18.15,45248.2,2673.0,5.28,144.025
N,7500.0,2.0,1.0,86400.0,655.0,163.0,219.0,492.0,8112.31,3096.0,48099.1,9.9,18.15,45256.2,2673.0,3.52,138.303
O,7500.0,2.0,1.0,86400.0,656.0,259.0,307.0,397.0,9734.33,4920.0,48096.7,12.375,18.15,45249.1,2673.0,5.28,138.811
A,6000.0,1.0,0.0,86400.0,654.0,240.0,288.0,414.0,11614.3,4559.0,48098.2,11.55,9.075,45261.2,2673.0,1.76,141.642
B,6000.0,1.0,0.0,86400.0,655.0,274.0,315.0,381.0,17322.6,5205.0,48102.6,9.9,18.15,45256.2,2673.0,3.52,141.879
C,6000.0,1.0,0.0,86400.0,653.0,328.0,362.0,325.0,17235.8,6231.0,48104.8,11.275,18.15,45253.5,2673.0,3.52,145.447
