sensor_key,distance_threshold,outlier_threshold,remove_intersections,score_threshold,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J),LoRaWAN_Sleep_Energy (J),LoRaWAN_Sleep_Time (seconds),LoRaWAN_Standby_Energy (J),LoRaWAN_Standby_Time (seconds),LoRaWAN_TX_Energy (J),LoRaWAN_TX_Time (seconds),LoRaWAN_RX_Energy (J),LoRaWAN_RX_Time (seconds)
E01A018,7000.0,0.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,2139.77,12140.0,48092.6,35.538,27.225,45194.5,2673.0,7.04,155.336,0.635761,84768.1,0.0187526,2.67895,117.99,842.785,36.6914,655.204
D01A008,9500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2130.77,12140.0,48092.4,35.263,27.225,45195.0,2673.0,7.04,154.836,0.635835,84778.1,0.0184966,2.64237,117.99,842.785,36.1919,646.283
D01A020,9500.0,0.0,1.0,0.0,86400.0,656.0,441.0,464.0,215.0,5587.33,8378.0,48103.1,21.5632,18.15,45230.7,2673.0,5.28,154.454,0.636127,84816.9,0.606171,86.5958,121.129,865.206,32.0828,572.908
D01A031,9500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2180.77,12140.0,48094.9,35.538,27.225,45194.5,2673.0,7.04,157.613,0.635455,84727.3,0.019967,2.85243,117.99,842.785,38.9673,695.845
D01A052,9500.0,0.0,1.0,0.0,86400.0,651.0,440.0,460.0,211.0,8215.46,8359.0,48104.7,11.55,9.075,45261.2,2673.0,1.76,148.162,0.636541,84872.1,0.917218,131.031,120.575,861.25,26.0337,464.888
D01A057,9500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
D01A063,9500.0,0.0,1.0,0.0,86400.0,646.0,402.0,432.0,244.0,2017.63,7637.0,48105.3,9.9,18.15,45256.2,2673.0,3.52,144.558,0.636702,84893.6,1.19662,170.946,119.836,855.974,22.8881,408.715
E01A001,9500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
E01A006,9500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
E01A011,9500.0,0.0,1.0,0.0,86400.0,654.0,549.0,559.0,105.0,5199.85,10430.0,48105.9,22.55,27.225,45220.5,2673.0,7.04,155.614,0.635957,84794.2,0.50615,72.3071,120.76,862.568,33.7123,602.006
E01A012,9500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
E01A018,9500.0,0.0,1.0,0.0,86400.0,650.0,571.0,578.0,79.0,5076.58,10848.0,48092.7,35.4229,27.225,45194.7,2673.0,7.04,155.349,0.635423,84723.1,0.554267,79.181,120.021,857.293,34.138,609.608
D01A008,4500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
D01A020,4500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
D01A031,4500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
D01A052,4500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
D01A057,4500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
D01A063,4500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
E01A001,4500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
E01A006,4500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
E01A011,4500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
E01A012,4500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
E01A018,4500.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
D01A008,8500.0,0.0,1.0,0.0,86400.0,641.0,639.0,639.0,2.0,2406.92,12140.0,48093.7,35.2317,27.225,45195.1,2673.0,7.04,156.098,0.635693,84759.0,0.0230566,3.2938,118.359,845.423,37.08,662.143
D01A020,8500.0,0.0,1.0,0.0,86400.0,660.0,491.0,506.0,169.0,8107.34,9328.0,48112.7,12.9903,18.15,45247.8,2673.0,5.28,155.449,0.636288,84838.4,0.604558,86.3654,121.867,870.482,32.3406,577.511
D01A031,8500.0,0.0,1.0,0.0,86400.0,641.0,639.0,639.0,2.0,2408.92,12140.0,48093.1,35.5067,27.225,45194.5,2673.0,7.04,155.781,0.635713,84761.7,0.0390242,5.57488,118.359,845.423,36.747,656.196
D01A052,8500.0,0.0,1.0,0.0,86400.0,646.0,503.0,515.0,143.0,7896.96,9556.0,48106.9,11.55,9.075,45261.2,2673.0,1.76,150.402,0.63679,84905.3,0.714868,102.124,120.575,861.25,28.4757,508.494
