sensor_key,distance_threshold,outlier_threshold,remove_intersections,score_threshold,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J),LoRaWAN_Sleep_Energy (J),LoRaWAN_Sleep_Time (seconds),LoRaWAN_Standby_Energy (J),LoRaWAN_Standby_Time (seconds),LoRaWAN_TX_Energy (J),LoRaWAN_TX_Time (seconds),LoRaWAN_RX_Energy (J),LoRaWAN_RX_Time (seconds)
t12-5,5000.0,0.0,0.0,0.3,86400.0,656.0,455.0,476.0,201.0,6005.87,8644.0,48116.5,8.76716,27.225,45248.0,2673.0,7.04,152.423,0.636421,84856.2,0.906112,129.445,121.129,865.206,29.7519,531.284
m16,5000.0,0.0,0.0,0.3,86400.0,640.0,634.0,634.0,6.0,2931.63,12045.0,48093.2,35.5224,27.225,45194.5,2673.0,7.04,155.955,0.63565,84753.3,0.0648707,9.26724,118.175,844.104,37.08,662.143
t13-1,5000.0,0.0,0.0,0.3,86400.0,640.0,635.0,635.0,5.0,2793.38,12064.0,48093.2,35.5224,27.225,45194.5,2673.0,7.04,155.879,0.635679,84757.2,0.0446705,6.3815,118.175,844.104,37.0245,661.152
t8-1,5000.0,0.0,0.0,0.3,86400.0,640.0,639.0,639.0,1.0,2370.34,12140.0,48096.7,35.5224,27.225,45194.5,2673.0,7.04,159.411,0.635173,84689.7,0.0799569,11.4224,118.175,844.104,40.5216,723.599
cc8,5000.0,0.0,0.0,0.3,86400.0,661.0,478.0,495.0,183.0,7873.1,9081.0,48115.9,12.65,9.075,45256.8,2673.0,3.52,160.894,0.635684,84757.8,0.591704,84.5291,122.052,871.801,37.6149,671.695
cc7,5000.0,0.0,0.0,0.3,86400.0,655.0,410.0,434.0,245.0,8406.16,7789.0,48100.5,32.1676,36.3,45193.0,2673.0,8.8,157.3,0.635095,84679.3,0.751689,107.384,120.944,863.887,34.9693,624.452
cc2,5000.0,0.0,0.0,0.3,86400.0,656.0,299.0,335.0,357.0,10108.4,5680.0,48099.0,11.55,9.075,45261.2,2673.0,1.76,142.469,0.637413,84988.5,1.44224,206.035,121.498,867.844,18.8909,337.338
cc3,5000.0,0.0,0.0,0.3,86400.0,652.0,541.0,551.0,111.0,6025.75,10278.0,48118.9,11.2527,27.225,45243.0,2673.0,7.04,157.363,0.635984,84797.8,0.571738,81.6769,120.39,859.931,35.7652,638.665
ec5,5000.0,0.0,0.0,0.3,86400.0,657.0,285.0,325.0,372.0,7801.31,5414.0,48108.5,19.0979,18.15,45235.6,2673.0,5.28,157.331,0.635484,84731.2,0.968213,138.316,121.314,866.525,34.4137,614.531
ec6,5000.0,0.0,0.0,0.3,86400.0,658.0,479.0,496.0,179.0,7429.13,9100.0,48121.8,10.8335,27.225,45243.9,2673.0,7.04,159.805,0.635607,84747.7,0.691167,98.7382,121.498,867.844,36.9805,660.365
ec4,5000.0,0.0,0.0,0.3,86400.0,657.0,465.0,481.0,192.0,10088.7,8834.0,48110.1,12.3211,27.225,45240.9,2673.0,7.04,149.582,0.636591,84878.8,1.0434,149.057,121.314,866.525,26.5888,474.8
cc1,5000.0,0.0,0.0,0.3,86400.0,655.0,388.0,418.0,267.0,5010.37,7371.0,48111.1,9.9,18.15,45256.2,2673.0,3.52,150.308,0.6366,84880.0,1.15872,165.531,121.129,865.206,27.3843,489.005
t3-2,5000.0,0.0,0.0,0.3,86400.0,657.0,376.0,407.0,281.0,5621.04,7143.0,48110.1,12.2886,27.225,45241.0,2673.0,7.04,149.606,0.636726,84896.8,0.937082,133.869,121.314,866.525,26.7182,477.11
t7-1,5000.0,0.0,0.0,0.3,86400.0,652.0,573.0,579.0,79.0,6142.79,10886.0,48113.7,12.65,9.075,45256.8,2673.0,3.52,158.696,0.635928,84790.4,0.516272,73.7531,120.39,859.931,37.1539,663.462
ec2,5000.0,0.0,0.0,0.3,86400.0,654.0,489.0,505.0,165.0,6697.82,9290.0,48119.1,10.5199,18.15,45252.8,2673.0,5.28,159.356,0.635669,84755.9,0.683015,97.5736,120.76,862.568,37.2782,665.682
t1-2,6500.0,1.0,0.0,0.001,86400.0,656.0,391.0,416.0,265.0,9963.07,7428.0,48114.3,11.55,9.075,45261.2,2673.0,1.76,157.726,0.635703,84760.3,0.927241,132.463,121.683,869.163,34.4803,615.719
t3-1,6500.0,1.0,0.0,0.001,86400.0,659.0,340.0,372.0,319.0,9531.9,6459.0,48110.3,11.7398,27.225,45242.1,2673.0,7.04,149.25,0.636454,84860.5,1.28611,183.73,121.683,869.163,25.6447,457.941
t6,6500.0,1.0,0.0,0.001,86400.0,657.0,364.0,392.0,293.0,10387.9,6915.0,48086.0,34.8857,27.225,45195.8,2673.0,7.04,148.1,0.635864,84781.9,1.246,177.999,121.314,866.525,24.9043,444.719
t7-2,6500.0,1.0,0.0,0.001,86400.0,655.0,576.0,580.0,79.0,8344.9,10943.0,48115.6,11.0,18.15,45251.8,2673.0,5.28,156.33,0.636075,84810.0,0.778848,111.264,120.944,863.887,33.971,606.626
t9,6500.0,1.0,0.0,0.001,86400.0,656.0,464.0,481.0,192.0,9118.86,8815.0,48103.3,23.2444,27.225,45219.1,2673.0,7.04,153.717,0.635771,84769.4,1.03429,147.756,121.129,865.206,30.9176,552.1
t12-5,6500.0,1.0,0.0,0.001,86400.0,653.0,370.0,393.0,283.0,14300.9,7029.0,48108.6,11.55,9.075,45261.2,2673.0,1.76,152.073,0.636352,84846.9,1.02626,146.608,121.314,866.525,29.0973,519.594
m2,6500.0,1.0,0.0,0.001,86400.0,657.0,350.0,379.0,307.0,11111.9,6649.0,48090.4,28.6393,27.225,45208.3,2673.0,7.04,146.258,0.636222,84829.6,1.30933,187.047,121.314,866.525,22.9986,410.69
m4,6500.0,1.0,0.0,0.001,86400.0,656.0,463.0,480.0,193.0,9150.12,8796.0,48111.2,14.8812,27.225,45235.8,2673.0,7.04,153.231,0.636156,84820.8,0.935888,133.698,121.129,865.206,30.5299,545.178
m12,6500.0,1.0,0.0,0.001,86400.0,653.0,465.0,486.0,188.0,4423.58,8834.0,48113.3,9.9,18.15,45256.2,2673.0,3.52,152.503,0.636167,84822.3,1.02813,146.875,121.129,865.206,29.7102,530.538
t13-1,6500.0,1.0,0.0,0.001,86400.0,657.0,312.0,341.0,345.0,15970.7,5927.0,48102.9,11.55,9.075,45261.2,2673.0,1.76,146.388,0.63618,84824.0,1.40351,200.502,121.498,867.844,22.8504,408.044
t12-3,6500.0,1.0,0.0,0.001,86400.0,657.0,357.0,392.0,300.0,4003.63,6782.0,48110.3,9.63659,27.225,45246.3,2673.0,7.04,147.105,0.63668,84890.7,1.38014,197.163,121.314,866.525,23.7748,424.55
cc8,6500.0,1.0,0.0,0.001,86400.0,654.0,193.0,241.0,461.0,10782.7,3666.0,48101.0,11.55,9.075,45261.2,2673.0,1.76,144.43,0.636888,84918.4,1.61144,230.205,121.867,870.482,20.314,362.75
cc7,6500.0,1.0,0.0,0.001,86400.0,659.0,311.0,348.0,348.0,7986.5,5908.0,48110.5,11.0,18.15,45251.8,2673.0,5.28,151.309,0.636386,84851.4,1.22813,175.447,121.683,869.163,27.7614,495.739
cc6,6500.0,1.0,0.0,0.001,86400.0,657.0,367.0,392.0,290.0,13126.8,6972.0,48108.9,14.3074,27.225,45236.9,2673.0,7.04,150.437,0.636385,84851.3,1.12337,160.481,121.314,866.525,27.3641,488.645
cc2,6500.0,1.0,0.0,0.001,86400.0,656.0,318.0,351.0,338.0,10912.3,6041.0,48100.5,11.55,9.075,45261.2,2673.0,1.76,144.005,0.637133,84951.0,1.51921,217.03,121.498,867.844,20.3507,363.405
cc3,6500.0,1.0,0.0,0.001,86400.0,655.0,443.0,462.0,212.0,9610.55,8416.0,48099.2,32.1636,36.3,45193.0,2673.0,8.8,155.915,0.635052,84673.6,1.07523,153.605,120.944,863.887,33.2604,593.936
ec5,6500.0,1.0,0.0,0.001,86400.0,657.0,336.0,364.0,321.0,13941.1,6383.0,48107.8,10.1301,18.15,45253.5,2673.0,5.28,147.717,0.636715,84895.4,1.28897,184.139,121.314,866.525,24.4776,437.101
ec6,6500.0,1.0,0.0,0.001,86400.0,650.0,371.0,401.0,279.0,6543.9,7048.0,48108.0,9.9,18.15,45256.2,2673.0,3.52,147.245,0.636711,84894.7,1.35288,193.269,121.314,866.525,23.9423,427.54
ec7,6500.0,1.0,0.0,0.001,86400.0,658.0,501.0,515.0,157.0,7806.19,9518.0,48104.7,24.2231,36.3,45208.9,2673.0,8.8,153.536,0.635624,84749.9,1.00303,143.29,121.498,867.844,30.3997,542.851
t2-2,6500.0,1.0,0.0,0.001,86400.0,657.0,530.0,538.0,127.0,10316.6,10069.0,48119.8,11.0277,27.225,45243.5,2673.0,7.04,158.024,0.635703,84760.3,0.902723,128.96,121.314,866.525,35.1716,628.064
cc1,6500.0,1.0,0.0,0.001,86400.0,656.0,353.0,388.0,303.0,4434.09,6706.0,48110.8,9.9,18.15,45256.2,2673.0,3.52,150.033,0.636426,84856.7,1.43231,204.615,121.683,869.163,26.2814,469.311
t3-2,6500.0,1.0,0.0,0.001,86400.0,656.0,378.0,406.0,278.0,8502.69,7181.0,48093.4,26.675,27.225,45212.2,2673.0,7.04,147.223,0.63637,84849.3,1.29348,184.783,121.129,865.206,24.1638,431.497
t7-1,6500.0,1.0,0.0,0.001,86400.0,658.0,438.0,457.0,220.0,10530.6,8321.0,48107.7,18.6021,27.225,45228.3,2673.0,7.04,153.468,0.636052,84806.9,0.976675,139.525,121.498,867.844,30.3575,542.097
ec3,6500.0,1.0,0.0,0.001,86400.0,655.0,384.0,409.0,271.0,10792.3,7295.0,48096.1,32.1457,36.3,45193.0,2673.0,8.8,152.804,0.635442,84725.6,1.14466,163.523,120.944,863.887,30.0799,537.141
t1-2,9500.0,1.0,0.0,0.3,86400.0,659.0,303.0,340.0,356.0,8978.57,5756.0,48108.3,12.7636,18.15,45248.3,2673.0,5.28,150.827,0.636333,84844.4,1.20798,172.568,121.683,869.163,27.2999,487.498
t3-1,9500.0,1.0,0.0,0.3,86400.0,658.0,230.0,279.0,428.0,5599.88,4369.0,48111.1,10.8246,27.225,45243.9,2673.0,7.04,149.103,0.63638,84850.7,1.39631,199.473,121.498,867.844,25.5718,456.638
t4,9500.0,1.0,0.0,0.3,86400.0,654.0,333.0,370.0,321.0,4600.96,6326.0,48089.6,32.1443,36.3,45193.0,2673.0,8.8,146.321,0.635935,84791.4,1.44869,206.955,120.76,862.568,23.4766,419.226
t7-2,9500.0,1.0,0.0,0.3,86400.0,656.0,168.0,218.0,488.0,12085.2,3191.0,48088.7,20.9021,18.15,45232.0,2673.0,5.28,139.408,0.637204,84960.5,1.62592,232.275,121.129,865.206,16.0159,285.999
cc8,9500.0,1.0,0.0,0.3,86400.0,658.0,242.0,290.0,416.0,5068.37,4597.0,48083.6,35.3368,27.225,45194.9,2673.0,7.04,146.09,0.636017,84802.3,1.37288,196.125,121.498,867.844,22.583,403.268
cc7,9500.0,1.0,0.0,0.3,86400.0,658.0,224.0,272.0,434.0,7390.01,4255.0,48091.2,22.55,27.225,45220.5,2673.0,7.04,140.931,0.636883,84917.7,1.66208,237.44,121.498,867.844,17.1335,305.955
cc2,9500.0,1.0,0.0,0.3,86400.0,648.0,237.0,280.0,411.0,9652.82,4502.0,48099.7,11.55,9.075,45261.2,2673.0,1.76,143.199,0.636785,84904.7,1.49599,213.713,120.944,863.887,20.1222,359.326
cc3,9500.0,1.0,0.0,0.3,86400.0,655.0,239.0,288.0,416.0,4030.84,4540.0,48086.4,32.2608,36.3,45192.8,2673.0,8.8,143.248,0.636297,84839.6,1.47455,210.649,120.944,863.887,20.1924,360.579
ec5,9500.0,1.0,0.0,0.3,86400.0,657.0,406.0,435.0,251.0,3984.46,7713.0,48100.5,20.7366,27.225,45224.1,2673.0,7.04,148.431,0.636467,84862.2,1.13581,162.258,121.314,866.525,25.3451,452.592
ec6,9500.0,1.0,0.0,0.3,86400.0,651.0,231.0,279.0,420.0,5614.2,4388.0,48101.5,12.65,18.15,45250.7,2673.0,3.52,143.483,0.636573,84876.5,1.60519,229.313,121.129,865.206,20.1121,359.145
ec4,9500.0,1.0,0.0,0.3,86400.0,655.0,366.0,394.0,289.0,9983.21,6953.0,48099.2,18.2361,27.225,45229.1,2673.0,7.04,144.587,0.636713,84895.0,1.54359,220.513,120.944,863.887,21.4627,383.263
cc1,9500.0,1.0,0.0,0.3,86400.0,656.0,328.0,365.0,328.0,5435.38,6231.0,48094.3,23.405,27.225,45218.7,2673.0,7.04,144.882,0.636559,84874.5,1.45094,207.277,121.129,865.206,21.6659,386.892
t3-2,9500.0,1.0,0.0,0.3,86400.0,655.0,463.0,481.0,192.0,8031.97,8796.0,48099.3,24.9347,27.225,45215.7,2673.0,7.04,151.419,0.636058,84807.7,1.0311,147.299,120.944,863.887,28.8078,514.425
t7-1,9500.0,1.0,0.0,0.3,86400.0,656.0,200.0,256.0,456.0,1790.43,3799.0,48099.7,19.4879,27.225,45226.6,2673.0,7.04,146.389,0.636438,84858.4,1.43859,205.513,121.129,865.206,23.1849,414.015
ec2,9500.0,1.0,0.0,0.3,86400.0,655.0,222.0,275.0,433.0,2062.92,4217.0,48089.2,19.6923,27.225,45226.2,2673.0,7.04,136.1,0.637548,85006.5,1.86236,266.052,120.944,863.887,12.6556,225.993
t1-2,7500.0,2.0,0.0,0.3,86400.0,658.0,242.0,286.0,416.0,9266.68,4597.0,48098.8,15.3166,18.15,45243.2,2673.0,5.28,143.884,0.636877,84916.9,1.52924,218.463,121.498,867.844,20.2195,361.062
t7-2,7500.0,2.0,0.0,0.3,86400.0,652.0,416.0,439.0,236.0,8393.49,7903.0,48107.5,12.7505,18.15,45248.3,2673.0,5.28,150.06,0.636413,84855.1,1.1214,160.199,120.39,859.931,27.9118,498.426
t12-5,7500.0,2.0,0.0,0.3,86400.0,655.0,296.0,336.0,359.0,6275.35,5623.0,48098.2,14.927,27.225,45235.7,2673.0,7.04,140.351,0.637136,84951.5,1.67316,239.023,120.944,863.887,17.0963,305.291
cc8,7500.0,2.0,0.0,0.3,86400.0,647.0,384.0,410.0,263.0,8640.14,7295.0,48105.3,11.55,9.075,45261.2,2673.0,1.76,148.724,0.636626,84883.4,1.15231,164.616,120.76,862.568,26.1755,467.419
cc7,7500.0,2.0,0.0,0.3,86400.0,655.0,455.0,475.0,200.0,6962.88,8644.0,48113.9,10.9861,27.225,45243.6,2673.0,7.04,152.071,0.636273,84836.4,1.03439,147.771,120.944,863.887,29.456,526.0
ec5,7500.0,2.0,0.0,0.3,86400.0,655.0,351.0,381.0,304.0,9747.92,6668.0,48087.5,32.0941,36.3,45193.1,2673.0,8.8,144.24,0.636152,84820.3,1.49214,213.163,120.944,863.887,21.1673,377.987
